observed_at,target_country,language,query_cluster,query,competitor_domain,competitor_type,ranking_url,serp_position,intent,content_gap,trust_gap,local_gap,provider,device,location,evidence
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.bodymassindex.cz,serp-publisher,https://www.bodymassindex.cz/,1,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.ketomix.cz,serp-publisher,https://www.ketomix.cz/bmi-kalkulacka/?srsltid=AfmBOopHS6KLnccrTzoGZ_IkMl3CnIBFrXee4v-T7vbfpQow_WLeb8TT,2,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,bariatrie.kkn.cz,business-telemedicine,https://bariatrie.kkn.cz/bmi-kalkulacka.html,3,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,nemocniceostravavitkovice.agel.cz,business-telemedicine,https://nemocniceostravavitkovice.agel.cz/pracoviste/oddeleni/chirurgicke-oddeleni/obezitologicke-centrum/bmi-kalkulacka.html,4,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.skvelehubnuti.cz,business-telemedicine,https://www.skvelehubnuti.cz/kalkulacky/bmi-kalkulacka,5,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.mojelekarna.cz,business-telemedicine,https://www.mojelekarna.cz/sebetestovani/vypocet-bmi,7,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.drmax.cz,serp-pharmacy,https://www.drmax.cz/clanky/bmi-kalkulacka-spocitejte-si-svoje-bmi-a-zjistete-vas-vysledek,8,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.ketodiet.cz,business-telemedicine,https://www.ketodiet.cz/stranky/bmi-kalkulacka/,9,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.myketo.cz,business-telemedicine,https://www.myketo.cz/bmi-kalkulacka-4v1/?srsltid=AfmBOooh0T-KbavUG4nFkAlRFbV3yPvPRmSY8bUqBGJUxEcTK7JrQt5f,10,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bmi,bmi kalkulačka,www.ketodiet.cz,business-telemedicine,https://www.ketodiet.cz/stranky/bmi-kalkulacka/,12,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.cssz.gov.cz,business-telemedicine,https://www.cssz.gov.cz/nemocenske,1,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,eportal.cssz.cz,business-telemedicine,https://eportal.cssz.cz/web/portal/-/sluzby/informace-o-docasne-pracovni-neschopnosti,3,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.e15.cz,business-telemedicine,https://www.e15.cz/finexpert/prace-a-mzda/pracovni-neschopenka-2025-plat-kontrola-vychazky-a-jak-funguje-1410332,4,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.mediclinic.cz,business-telemedicine,https://www.mediclinic.cz/clanky/neschopenka-jak-to-vlastne-funguje,5,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.nzip.cz,business-telemedicine,http://www.nzip.cz/clanek/1158-eneschopenka-potvrzeni-o-trvani-docasne-pracovni-neschopnosti,6,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.sloneek.com,business-telemedicine,https://www.sloneek.com/cs/slovnik-pojmu/neschopenka/,7,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.kurzy.cz,business-telemedicine,https://www.kurzy.cz/prispevky-davky/neschopenka/,8,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.simplea.cz,business-telemedicine,https://www.simplea.cz/neschopenka-a-vse-o-ni,9,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.facebook.com,serp-publisher,https://www.facebook.com/kurzy.cz/videos/onemocn%C4%9Bl-jsi-takhle-funguje-neschopenka-a-nemocensk%C3%A1-pap%C3%ADrov%C3%A9-neschopenky-u%C5%BE-se/2982594001950047/,10,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,sick-certificate,neschopenka,www.cssz.gov.cz,business-telemedicine,https://www.cssz.gov.cz/web/eneschopenka/nejcastejsi-dotazy,11,transactional,Price and turnaround stated up front (competitors advertise a fixed fee and hours-to-issue) plus employer-acceptance wording,Named registering body and clinician register linked on the landing page,Country-specific certificate rules and employer/payroll wording,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,hartmanndirect.com,serp-publisher,https://hartmanndirect.com/cs-cz/clanky/krevni-tlak/krevni-tlak-dle-veku?srsltid=AfmBOoqohEQtRvqIn1cfGFcAG880HB_1zda_NRU2PLHtTNXYz04gAB2p,2,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,www.wikiskripta.eu,serp-publisher,https://www.wikiskripta.eu/w/Krevn%C3%AD_tlak,5,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,unizdrav.cz,business-telemedicine,https://unizdrav.cz/zopar-rad-a-tipov-ako-na-krvny-tlak,6,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,www.hypertension.cz,business-telemedicine,https://www.hypertension.cz/pro-pacienty/,7,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,www.ikem.cz,business-telemedicine,https://www.ikem.cz/cs/arterialni-hypertenze/a-435/,8,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,srdcevhlave.cz,business-telemedicine,https://srdcevhlave.cz/blog/detail/vse-o-mereni-krevniho-tlaku-aneb-co-znamenaji-vase-hodnoty/,9,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,www.krevni-tlak-omron.cz,serp-publisher,https://www.krevni-tlak-omron.cz/informace-o-zdravi/co-znamenaji-vase-hodnoty-krevniho-tlaku/,10,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,www.bolistka.cz,business-telemedicine,https://www.bolistka.cz/jak-na-krevni-tlak,11,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,www.bolistka.cz,business-telemedicine,https://www.bolistka.cz/jak-na-krevni-tlak,13,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,czechia,cs,tools-bp,normální tlak,mzd.gov.cz,business-telemedicine,https://mzd.gov.cz/vysoky-krevni-tlak/,15,informational,Blood-pressure table with category explanations,Clinical reviewer byline,Local guideline reference,DataForSEO via OpenSEO,desktop,2203,seo/tracking/raw/2026-09-15/A7-market/serp-ireland-czechia.json
2026-09-15,portugal,pt,online-consult,consulta médica online,teleconsultaportugal.com,business-telemedicine,https://teleconsultaportugal.com/consultas-online/,2,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,dronline.pt,business-telemedicine,https://dronline.pt/,3,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,www.medis.pt,serp-insurer,https://www.medis.pt/vantagens/medico-online/,4,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,www.hospitaldaluz.pt,serp-hospital-group,https://www.hospitaldaluz.pt/pt/servicos/centro-clinico-digital,5,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,medicinaonline.multicare.pt,business-telemedicine,https://medicinaonline.multicare.pt/agendar-consulta,6,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,www.mediconanet.pt,business-telemedicine,https://www.mediconanet.pt/?srsltid=AfmBOopHAthZZSXT6Gr8p5VmlLmuoK5sWFwyCcIQcE5M8x5Fqp7x30Bp,7,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,www.sns24.gov.pt,serp-government,https://www.sns24.gov.pt/pt/servico/marcacao-de-consultas/,9,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,www.agilcare.pt,business-telemedicine,https://www.agilcare.pt/consultas-online/,10,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,www.advancecare.pt,serp-insurer,https://www.advancecare.pt/pt-pt/para-si/medico-online,11,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-consult,consulta médica online,teleconsultaportugal.com,business-telemedicine,https://teleconsultaportugal.com/,13,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,dronline.pt,business-telemedicine,https://dronline.pt/,2,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,www.medis.pt,serp-insurer,https://www.medis.pt/vantagens/medico-online/,3,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,teleconsultaportugal.com,business-telemedicine,https://teleconsultaportugal.com/consultas-online/,4,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,medicinaonline.multicare.pt,business-telemedicine,https://medicinaonline.multicare.pt/agendar-consulta,5,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,www.mediconanet.pt,business-telemedicine,https://www.mediconanet.pt/?srsltid=AfmBOopjpUVD_BYf4L5onxUxXjhT3RK43C_biHyZo-7cSw7nsvm-wq8k,6,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,www.sns24.gov.pt,serp-government,https://www.sns24.gov.pt/pt/servico/marcacao-de-consultas/,7,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,www.advancecare.pt,serp-insurer,https://www.advancecare.pt/pt-pt/para-si/medico-online,9,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,www.agilcare.pt,business-telemedicine,https://www.agilcare.pt/consultas-online/,10,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,unaseguros.pt,business-telemedicine,https://unaseguros.pt/medico-online-ou-videoconsulta-qual-a-melhor-opcao-para-si/,11,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,online-gp,médico online,medico24hs.com.br,business-telemedicine,https://medico24hs.com.br/,13,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,www.mediconanet.pt,business-telemedicine,https://www.mediconanet.pt/atestados/?srsltid=AfmBOorGVSwFYcLoutThwf1PeDWIkTBQj39Rn-uahrq1lGNsHxWSlvXY,2,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,www.sns24.gov.pt,serp-government,https://www.sns24.gov.pt/pt/servico/atestado-multiuso/,4,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,dronline.pt,business-telemedicine,https://dronline.pt/atestados-medicos/,5,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,teleconsultaportugal.com,business-telemedicine,https://teleconsultaportugal.com/consulta/consulta-de-atestados/,6,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,ordemdosmedicos.pt,business-telemedicine,https://ordemdosmedicos.pt/emissao-online-de-atestados-medicos-para-carta-de-conducao,7,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,www.spms.min-saude.pt,business-telemedicine,https://www.spms.min-saude.pt/tema/atestado/,8,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,netdoc.pt,business-telemedicine,https://netdoc.pt/,9,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,dronline.pt,business-telemedicine,https://dronline.pt/produto/atestado-doenca/,10,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,atestadomedicoonline.pt,business-telemedicine,https://atestadomedicoonline.pt/,11,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,medical-certificate,atestado médico online,www.medis.pt,serp-insurer,https://www.medis.pt/medico-online/,13,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,www.sns24.gov.pt,serp-government,https://www.sns24.gov.pt/pt/servico/receitas/,1,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,receitamedicaonline.pt,business-telemedicine,https://receitamedicaonline.pt/,2,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,www.mediconanet.pt,business-telemedicine,https://www.mediconanet.pt/produto/receitas-medicas-online/?srsltid=AfmBOorA2Vru541CCwYVqar8jSviJt1r9u9VArMljk0ljfCQI1BXaPxc,4,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,doctornow.pt,business-telemedicine,https://doctornow.pt/,5,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,www.farmaciasportuguesas.pt,serp-pharmacy,https://www.farmaciasportuguesas.pt/receitas-medicas,6,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,www.climeida.pt,business-telemedicine,https://www.climeida.pt/prescricao_medica.html,8,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,www.doutordigital.net,business-telemedicine,https://www.doutordigital.net/,9,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,pem.min-saude.pt,business-telemedicine,https://pem.min-saude.pt/pem,10,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,teleconsultaportugal.com,business-telemedicine,https://teleconsultaportugal.com/prevencao-e-bem-estar/pedir-receita-medica/,11,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,prescription,receita médica online,www.youtube.com,serp-publisher,https://www.youtube.com/watch?v=RIayr8t_1zE,12,transactional,Prescription-renewal flow with the eligible medicine list,Pharmacy integration and regulator statement,National e-prescription integration,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,www.sns24.gov.pt,serp-government,https://www.sns24.gov.pt/pt/tema/prevencao-e-cuidados-de-saude/consulta-do-viajante,2,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
2026-09-15,portugal,pt,travel-health,consulta do viajante,www.consultadoviajante.com,business-telemedicine,https://www.consultadoviajante.com/,4,commercial,Destination-specific vaccination and advice content,Travel-medicine accreditation,Local clinic and vaccine availability,DataForSEO via OpenSEO,desktop,2620,seo/tracking/raw/2026-09-15/A7-market/serp-portugal-spain.json
