inspected_at,url,verdict,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,crawled_as,google_canonical,user_canonical,canonical_match,mobile_usability_verdict,rich_results_verdict,rich_results_types,sitemap_listed,referring_urls_count,error
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/es/blog/baja-laboral-por-ansiedad-como-funciona,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-16T23:35:19Z,MOBILE,https://www.myglobalhealth.online/spain/es/blog/baja-laboral-por-ansiedad-como-funciona,https://www.myglobalhealth.online/spain/es/blog/baja-laboral-por-ansiedad-como-funciona,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/cs/blog/pracovni-neschopnost-uzkost-spanelsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T14:26:24Z,MOBILE,https://www.myglobalhealth.online/spain/cs/blog/pracovni-neschopnost-uzkost-spanelsko,https://www.myglobalhealth.online/spain/cs/blog/pracovni-neschopnost-uzkost-spanelsko,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/de/blog/krankschreibung-angst-spanien,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-31T02:55:39Z,MOBILE,https://www.myglobalhealth.online/spain/de/blog/krankschreibung-angst-spanien,https://www.myglobalhealth.online/spain/de/blog/krankschreibung-angst-spanien,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/en/blog/sick-leave-anxiety-spain,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-12T13:40:45Z,MOBILE,https://www.myglobalhealth.online/spain/en/blog/sick-leave-anxiety-spain,https://www.myglobalhealth.online/spain/en/blog/sick-leave-anxiety-spain,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/pt/blog/baixa-por-ansiedade-espanha,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-15T07:53:27Z,MOBILE,https://www.myglobalhealth.online/spain/pt/blog/baixa-por-ansiedade-espanha,https://www.myglobalhealth.online/spain/pt/blog/baixa-por-ansiedade-espanha,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/ro/blog/concediu-medical-anxietate-spania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-16T18:27:25Z,MOBILE,https://www.myglobalhealth.online/spain/ro/blog/concediu-medical-anxietate-spania,https://www.myglobalhealth.online/spain/ro/blog/concediu-medical-anxietate-spania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T00:55:27Z,MOBILE,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/cs/blog/dermatolog-online-spanelsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-12T14:22:28Z,MOBILE,https://www.myglobalhealth.online/spain/cs/blog/dermatolog-online-spanelsko,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/de/blog/hautarzt-online-spanien,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-12T13:51:02Z,MOBILE,https://www.myglobalhealth.online/spain/de/blog/hautarzt-online-spanien,https://www.myglobalhealth.online/spain/de/blog/hautarzt-online-spanien,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/en/blog/online-dermatologist-spain,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-07T14:17:30Z,MOBILE,https://www.myglobalhealth.online/spain/en/blog/online-dermatologist-spain,https://www.myglobalhealth.online/spain/en/blog/online-dermatologist-spain,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/pt/blog/dermatologista-online-espanha,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-15T08:29:44Z,MOBILE,https://www.myglobalhealth.online/spain/pt/blog/dermatologista-online-espanha,https://www.myglobalhealth.online/spain/pt/blog/dermatologista-online-espanha,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/ro/blog/dermatolog-online-spania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-11T11:00:46Z,MOBILE,https://www.myglobalhealth.online/spain/ro/blog/dermatolog-online-spania,https://www.myglobalhealth.online/spain/ro/blog/dermatolog-online-spania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/es/blog/diabetes-una-enfermedad-silenciosa,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-31T11:47:02Z,MOBILE,https://www.myglobalhealth.online/spain/es/blog/diabetes-una-enfermedad-silenciosa,https://www.myglobalhealth.online/spain/es/blog/diabetes-una-enfermedad-silenciosa,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/cs/blog/diabetes-tiche-onemocneni,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T16:30:34Z,MOBILE,https://www.myglobalhealth.online/spain/cs/blog/diabetes-tiche-onemocneni,https://www.myglobalhealth.online/spain/cs/blog/diabetes-tiche-onemocneni,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/de/blog/diabetes-eine-stille-krankheit,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-14T01:33:48Z,MOBILE,https://www.myglobalhealth.online/spain/de/blog/diabetes-eine-stille-krankheit,https://www.myglobalhealth.online/spain/de/blog/diabetes-eine-stille-krankheit,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/en/blog/diabetes-the-silent-disease-4,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/pt/blog/diabetes-uma-doenca-silenciosa,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T18:35:44Z,MOBILE,https://www.myglobalhealth.online/spain/pt/blog/diabetes-uma-doenca-silenciosa,https://www.myglobalhealth.online/spain/pt/blog/diabetes-uma-doenca-silenciosa,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/ro/blog/diabetul-o-boala-tacuta-2,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:53:00Z,MOBILE,https://www.myglobalhealth.online/spain/ro/blog/diabetul-o-boala-tacuta-2,https://www.myglobalhealth.online/spain/ro/blog/diabetul-o-boala-tacuta-2,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/ro/blog/tensiune-mica-cauze-ce-sa-faci-cand-mergi-la-medic,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/cs/blog/nizky-krevni-tlak-proc-se-objevuje-co-delat-hned-a-kdy-uz-necekat,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T13:20:38Z,MOBILE,https://www.myglobalhealth.online/romania/cs/blog/nizky-krevni-tlak-proc-se-objevuje-co-delat-hned-a-kdy-uz-necekat,https://www.myglobalhealth.online/romania/cs/blog/nizky-krevni-tlak-proc-se-objevuje-co-delat-hned-a-kdy-uz-necekat,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/de/blog/niedriger-blutdruck-warum-er-entsteht-was-sofort-zu-tun-ist-und-wann-man-nicht-m,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T13:20:45Z,MOBILE,https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait,https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/es/blog/tension-baja-por-que-aparece-que-hacer-en-el-momento-y-cuando-no-esperar-mas,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,unknown,VERDICT_UNSPECIFIED,,,no,0,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/pt/blog/tensao-baixa-porque-acontece-o-que-fazer-na-hora-e-quando-nao-esperar-mais,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T13:20:34Z,MOBILE,https://www.myglobalhealth.online/romania/pt/blog/tensao-baixa-porque-acontece-o-que-fazer-na-hora-e-quando-nao-esperar-mais,https://www.myglobalhealth.online/romania/pt/blog/tensao-baixa-porque-acontece-o-que-fazer-na-hora-e-quando-nao-esperar-mais,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-31T01:24:33Z,MOBILE,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,0,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/cs/blog/jak-bezpecne-snizit-vysoky-tlak-rumunsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T12:53:57Z,MOBILE,https://www.myglobalhealth.online/romania/cs/blog/jak-bezpecne-snizit-vysoky-tlak-rumunsko,https://www.myglobalhealth.online/romania/cs/blog/jak-bezpecne-snizit-vysoky-tlak-rumunsko,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/de/blog/blutdruck-sicher-senken-rumaenien,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-13T15:56:05Z,MOBILE,https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely,https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/es/blog/como-bajar-tension-alta-seguridad-rumania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-29T18:28:32Z,MOBILE,https://www.myglobalhealth.online/romania/es/blog/como-bajar-tension-alta-seguridad-rumania,https://www.myglobalhealth.online/romania/es/blog/como-bajar-tension-alta-seguridad-rumania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/pt/blog/como-baixar-tensao-alta-seguranca-romenia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T01:07:11Z,MOBILE,https://www.myglobalhealth.online/romania/pt/blog/como-baixar-tensao-alta-seguranca-romenia,https://www.myglobalhealth.online/romania/pt/blog/como-baixar-tensao-alta-seguranca-romenia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:30:18Z,MOBILE,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T19:15:10Z,MOBILE,https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek,https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:32:44Z,MOBILE,https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen,https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:28:45Z,MOBILE,https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables,https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T18:32:25Z,MOBILE,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/pt/blog/tensao-arterial-normal-guia-util-por-idade-sem-tabelas-falsas,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-29T10:40:11Z,MOBILE,https://www.myglobalhealth.online/romania/pt/blog/tensao-arterial-normal-guia-util-por-idade-sem-tabelas-falsas,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,4,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/ro/blog/scrisoare-medicala-cine-o-elibereaza,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-14T18:37:02Z,MOBILE,https://www.myglobalhealth.online/romania/ro/blog/scrisoare-medicala-cine-o-elibereaza,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/cs/blog/lekarska-zprava-rumunsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-03T06:07:43Z,MOBILE,https://www.myglobalhealth.online/romania/cs/blog/lekarska-zprava-rumunsko,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/de/blog/arztbrief-rumaenien,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-20T18:09:59Z,MOBILE,https://www.myglobalhealth.online/romania/de/blog/arztbrief-rumaenien,https://www.myglobalhealth.online/romania/de/blog/arztbrief-rumaenien,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-14T19:28:04Z,MOBILE,https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania,https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/es/blog/carta-medica-rumania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-14T21:56:16Z,MOBILE,https://www.myglobalhealth.online/romania/es/blog/carta-medica-rumania,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/pt/blog/carta-medica-romenia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T19:22:26Z,MOBILE,https://www.myglobalhealth.online/romania/pt/blog/carta-medica-romenia,https://www.myglobalhealth.online/romania/pt/blog/carta-medica-romenia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/ro/blog/boli-cronice-programe-nationale-de-sanatate,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-15T07:58:02Z,MOBILE,https://www.myglobalhealth.online/romania/ro/blog/boli-cronice-programe-nationale-de-sanatate,https://www.myglobalhealth.online/romania/ro/blog/boli-cronice-programe-nationale-de-sanatate,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/cs/blog/chronicke-nemoci-narodni-programy-rumunsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T11:03:56Z,MOBILE,https://www.myglobalhealth.online/romania/cs/blog/chronicke-nemoci-narodni-programy-rumunsko,https://www.myglobalhealth.online/romania/cs/blog/chronicke-nemoci-narodni-programy-rumunsko,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/de/blog/chronische-krankheiten-nationale-programme-rumaenien,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T11:07:21Z,MOBILE,https://www.myglobalhealth.online/romania/de/blog/chronische-krankheiten-nationale-programme-rumaenien,https://www.myglobalhealth.online/romania/de/blog/chronische-krankheiten-nationale-programme-rumaenien,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-26T15:47:35Z,MOBILE,https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania,https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/es/blog/enfermedades-cronicas-programas-nacionales-rumania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T09:43:22Z,MOBILE,https://www.myglobalhealth.online/romania/es/blog/enfermedades-cronicas-programas-nacionales-rumania,https://www.myglobalhealth.online/romania/es/blog/enfermedades-cronicas-programas-nacionales-rumania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/pt/blog/doencas-cronicas-programas-nacionais-romenia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T22:41:33Z,MOBILE,https://www.myglobalhealth.online/romania/pt/blog/doencas-cronicas-programas-nacionais-romenia,https://www.myglobalhealth.online/romania/pt/blog/doencas-cronicas-programas-nacionais-romenia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/ro/blog/diabetul-boala-tacuta,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-03T22:10:21Z,MOBILE,https://www.myglobalhealth.online/romania/ro/blog/diabetul-boala-tacuta,https://www.myglobalhealth.online/romania/ro/blog/diabetul-boala-tacuta,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/cs/blog/diabetes-ticha-nemoc-4,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/de/blog/diabetes-die-stille-krankheit-5,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:31:31Z,MOBILE,https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5,https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/es/blog/diabetes-la-enfermedad-silenciosa-4,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/romania/pt/blog/diabetes-a-doenca-silenciosa-4,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:33:33Z,MOBILE,https://www.myglobalhealth.online/romania/pt/blog/diabetes-a-doenca-silenciosa-4,https://www.myglobalhealth.online/romania/pt/blog/diabetes-a-doenca-silenciosa-4,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/brazil/pt/blog/atestado-de-comparecimento-abona-falta-diferenca-atestado-medico,NEUTRAL,Crawled - currently not indexed,INDEXING_STATE_UNSPECIFIED,ALLOWED,SUCCESSFUL,2026-09-10T22:22:08Z,MOBILE,,,unknown,VERDICT_UNSPECIFIED,,,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/brazil/en/blog/does-an-attendance-certificate-excuse-an-absence-the-difference-from-a-medical-c,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T12:30:45Z,MOBILE,https://www.myglobalhealth.online/brazil/en/blog/does-an-attendance-certificate-excuse-an-absence-the-difference-from-a-medical-c,https://www.myglobalhealth.online/brazil/en/blog/does-an-attendance-certificate-excuse-an-absence-the-difference-from-a-medical-c,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/brazil/es/blog/el-certificado-de-asistencia-justifica-la-falta-la-diferencia-con-el-certificado,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T12:31:06Z,MOBILE,https://www.myglobalhealth.online/brazil/es/blog/el-certificado-de-asistencia-justifica-la-falta-la-diferencia-con-el-certificado,https://www.myglobalhealth.online/brazil/es/blog/el-certificado-de-asistencia-justifica-la-falta-la-diferencia-con-el-certificado,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/brazil/pt/blog/atestado-medico-online-validade,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T18:06:07Z,MOBILE,https://www.myglobalhealth.online/brazil/pt/blog/atestado-medico-online-validade,https://www.myglobalhealth.online/brazil/pt/blog/atestado-medico-online-validade,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
