"url","page_type","primary_keyword","secondary_keywords","original_title","optimized_title","original_meta_description","optimized_meta_description","original_h1","optimized_h1","optimized_visible_description","description_optimized","bio_optimized","faqs_optimized","deslop_completed","clinical_review_required","implementation_status","reason_for_anything_left_unchanged","technical_seo_verification","cta_and_internal_link_review","fact_comparison"
"https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online","service","dětský lékař online","pediatr online|online konzultace pro dítě","Dětský lékař online | Konzultace pro děti | Videohovor ihned","Dětský lékař online | Konzultace pro rodiče","Rychlé lékařské konzultace pro nemocné děti, bez čekání. Lékař registrovaný v ČLK posoudí zdravotní stav vašeho dítěte přes bezpečný videohovor. Termín ve stejný den, odkudkoli z České republiky.","Online konzultace dětských potíží s lékařem. Zjistěte, jak se připravit a které příznaky vyžadují akutní nebo osobní péči.","Dětský lékař online — konzultace pro děti ve stejný den","Dětský lékař online","Online konzultace zdravotních potíží dítěte za přítomnosti rodiče nebo zákonného zástupce. Lékař posoudí, zda stačí videohovor, nebo je nutné osobní či akutní vyšetření.","yes","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_review","Age suitability, red flags, prescription and referral FAQs require Czech paediatric review before apply. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Keep doctors and urgent-guidance links; booking CTA must use live availability and guardian requirements.","Guardian participation and remote-assessment limits retained; timing and document guarantees removed."
"https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni","service","žádanka online","doporučení ke specialistovi|eŽádanka","Doporučení ke specialistovi online | Žádanky na vyšetření | Lékař na videu","Žádanka a doporučení online | Posouzení lékařem","Doporučení k soukromému specialistovi, žádanky na krevní testy a zobrazovací metody. Lékař registrovaný v ČLK vydá klinickou dokumentaci po posouzení. Termín ihned.","Proberte s lékařem potřebu vyšetření nebo doporučení ke specialistovi. Vystavení závisí na klinickém posouzení a není automatické.","Doporučení ke specialistovi a žádanky na vyšetření — online","Doporučení a vyšetření po online konzultaci","Online konzultace k posouzení potřeby vyšetření nebo doporučení ke specialistovi. Vystavení žádanky či doporučení závisí na klinickém posouzení.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","Body and FAQs need Czech physician and process review; do not promise referral, order, coverage or specialist availability. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Link to GP, second opinion, doctors and official process guidance; CTA describes assessment, not guaranteed issuance.","Supported assessment pathway retained; automatic and immediate document implications removed."
"https://www.myglobalhealth.online/czechia/cs/services/druhy-nazor-praha","service","druhý názor lékaře","druhy nazor|second opinion Prague","Druhý lékařský názor online | Vysvětlíme vám diagnózu | Lékař na videu","Druhý názor lékaře | Online konzultace","Nezávislý druhý názor na diagnózu nebo léčebný plán, s jasným vysvětlením. Lékař registrovaný v ČLK posoudí váš případ přes videohovor. Termín ještě dnes.","Nezávislé posouzení dostupných lékařských zpráv a léčebného plánu. Druhý názor nenahrazuje akutní péči ani nutné osobní vyšetření.","Druhý lékařský názor — nezávislé posouzení vaší diagnózy online","Druhý názor lékaře online","Nezávislé posouzení dostupných lékařských zpráv, výsledků a léčebného plánu. Druhý názor nenahrazuje akutní péči ani vyšetření, které nelze provést na dálku.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","Specialty-specific claims and availability FAQ require Czech physician review; keep one consolidated owner page. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Link to GP, doctors and referrals where relevant; CTA must show live availability and avoid instant confirmation.","Second-opinion scope retained; same-day guarantee removed."
"https://www.myglobalhealth.online/czechia/cs/services/dusevni-zdravi-online","service","duševní zdraví online","online konzultace duševní zdraví|úzkost konzultace online","Duševní zdraví online | Úzkost, deprese, vyhoření | Lékař na videu","Duševní zdraví online | Konzultace s lékařem","Diskrétní posouzení úzkosti, deprese a dalších duševních obtíží. Lékař registrovaný v ČLK posoudí vaši situaci přes bezpečný videohovor. Diskrétní konzultace, termín ještě dnes.","Diskrétní online konzultace duševních obtíží s lékařem. Při krizi nebo bezprostředním ohrožení volejte 155 nebo 112.","Duševní zdraví — lékařská konzultace online","Duševní zdraví: online konzultace s lékařem","Diskrétní online konzultace duševních obtíží s lékařem. Lékař posoudí situaci a doporučí další postup; při krizi nebo ohrožení volejte 155 nebo 112.","yes","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_review","Psychiatrist and free-chat keyword variants are intentionally excluded because this is a physician consultation, not psychiatric or free chat care; crisis copy needs clinical review. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Keep emergency guidance prominent; CTA uses live availability and must not imply crisis service or specialist psychiatry.","Physician-level service scope retained; unrelated psychiatrist keywords and timing claims excluded."
"https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online","service","hubnutí s lékařem","kontrola váhy online|lékařská konzultace hubnutí","Hubnutí s lékařem online | Metabolická konzultace | eRecept","Hubnutí s lékařem | Online konzultace","Medicínský management hmotnosti nad rámec diety a pohybu. Lékař registrovaný v ČLK posoudí metabolické a hormonální příčiny a sestaví individuální plán. Videokonsultace, termín ještě dnes.","Online konzultace k bezpečnému řízení hmotnosti. Lékař zhodnotí zdravotní stav, dosavadní postup a vhodná vyšetření; léčbu nelze slíbit předem.","Nadváha a hubnutí — lékařská konzultace online","Hubnutí s lékařem online","Online konzultace k bezpečnému řízení hmotnosti. Lékař zhodnotí zdravotní stav, dosavadní postup a vhodná vyšetření; konkrétní léčbu nelze slíbit předem.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","Medication, laboratory and outcome FAQs require clinical review; do not add drug-specific demand without supported service pathways. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Link contextually to BMI and calorie tools; CTA must not imply medication eligibility or same-day documentation.","Weight-management scope retained; treatment, result and timing guarantees removed."
"https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha","service","kožní lékař online","kozni online|online dermatolog|kožní konzultace Praha","Kožní konzultace online | Vyrážka, ekzém, akné | Lékař na videu","Kožní lékař online | Dermatologická konzultace","Posouzení vyrážky, ekzému, akné a dalších kožních problémů. Lékař registrovaný v ČLK posoudí váš stav přes bezpečný videohovor. Termín ještě dnes, odkudkoli z České republiky.","Konzultujte kožní potíže online s lékařem. Zjistěte, jak připravit fotografie a kdy je nutné osobní dermatologické vyšetření.","Kožní konzultace online — bez čekání na dermatologa","Kožní konzultace online","Online konzultace kožních potíží s lékařem. Připravte si kvalitní fotografie a průběh obtíží; lékař posoudí, zda je nutná dermatoskopie nebo osobní vyšetření.","yes","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_review","Condition, image-assessment, prescription and referral FAQs require a dermatology-capable Czech reviewer. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Link to GP, doctors and urgent guidance; CTA must not promise image-only diagnosis, prescription or same-day referral.","Remote skin-assessment scope retained; diagnosis, timing and document implications narrowed."
"https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha","service","lékař online Praha","soukromý lékař Praha|online konzultace Praha","Videokonsultace s lékařem, který má na vás čas","Lékař online Praha | Video konzultace","Lékař online, který vysvětlí diagnózu, probere s vámi možnosti a odpoví na vaše otázky. Bez čekárny, bez šablony. Objednejte se ještě dnes.","Online videokonzultace s lékařem pro pacienty v Praze a celém Česku. Lékař posoudí potíže a doporučí vhodný další postup.","Videokonsultace s lékařem, který má na vás čas","Lékař online v Praze","Online videokonzultace s lékařem pro pacienty v Praze a celém Česku. Lékař posoudí potíže, vysvětlí další postup a doporučí osobní péči, pokud je nutná.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","Eye-doctor and district-style keyword variants are excluded as unrelated; body and FAQs need Czech physician review before removing seven-day and instant-confirmation claims. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Own Prague modifier; link to GP, doctors and suitable services; CTA uses live availability rather than blanket seven-day access.","General online-consultation scope retained; diagnosis and timing promises narrowed."
"https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online","service","zdraví mužů online","erektilní dysfunkce konzultace|mužské zdraví","Zdraví mužů online | Erektilní dysfunkce, testosteron | Lékař na videu","Zdraví mužů online | Diskrétní konzultace","Diskrétní posouzení erektilní dysfunkce, nízkého testosteronu nebo sníženého libida. Lékař registrovaný v ČLK posoudí příčiny a navrhne řešení. Diskrétní videokonzultace, termín ještě dnes.","Diskrétní online konzultace mužských zdravotních obtíží. Lékař posoudí možné příčiny a další postup; léčba závisí na klinickém posouzení.","Zdraví mužů — lékařská konzultace online","Zdraví mužů online","Diskrétní online konzultace mužských zdravotních obtíží. Lékař posoudí možné příčiny a další postup; recepty a vyšetření závisejí na klinickém posouzení.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","No new keyword expansion is justified; only unsafe same-day, test and prescription implications are narrowed pending clinical review. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Keep discreet live booking CTA and suitable GP links; do not promise tests, treatment or same-day documentation.","Existing condition scope retained; operational and outcome claims narrowed."
"https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online","service","online neschopenka","neschopenka online|lékařská neschopenka online","eNeschopenka online | Lékař na videu, neschopenka ihned","Online neschopenka | Posouzení lékařem","eNeschopenka vystavená online, bez čekárny. Lékař registrovaný v ČLK posoudí vaše příznaky na videu a vystaví eNeschopenku elektronicky, je-li to klinicky odůvodněno. Termín ještě dnes.","Online konzultace k posouzení pracovní neschopnosti. Lékař rozhodne podle zdravotního stavu; vystavení eNeschopenky není automatické.","eNeschopenka online — lékař na videu, bez čekárny","Online posouzení pracovní neschopnosti","Online konzultace k posouzení pracovní neschopnosti. Lékař rozhodne podle zdravotního stavu a povahy práce; vystavení eNeschopenky není automatické.","yes","not applicable","yes","yes","yes","live_verified_2026-09-01","The approved title, metadata, H1, description, body, seven in-place FAQs, official ČSSZ link, emergency guidance and reciprocal article link are live; non-Czech locale fallbacks remain unchanged.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","CTA becomes 'Objednat posouzení'; reciprocal link uses process-specific article anchor; live booking state is preserved.","All verified facts preserved; automatic employer notification, timing and guaranteed issuance claims narrowed to official ČSSZ wording."
"https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby","service","obnovení receptu online","obnova léčby online|eRecept online|online konzultace kvůli receptu","Obnova léčby online | eRecept bez čekání | Lékař na videu","Obnovení receptu online | Posouzení léčby lékařem","Obnova stabilní, fungující léčby s klinickým posouzením. Lékař registrovaný v ČLK posoudí vaši léčbu na videu a vystaví eRecept, je-li to klinicky indikováno. Termín ještě dnes.","Online konzultace k pokračování zavedené léčby. Lékař posoudí dokumentaci, bezpečnost a další postup; vystavení eReceptu není automatické.","Obnova léčby online — bez čekárny, s eRecepty","Obnovení léčby a receptu online","Online konzultace k pokračování zavedené léčby. Lékař posoudí dokumentaci, aktuální stav a bezpečnost dalšího postupu; vystavení eReceptu není automatické.","yes","not applicable","yes","yes","yes","live_verified_2026-09-01","The approved title, metadata, H1, description, body, six in-place FAQs, official ePreskripce link, emergency guidance and GP link are live; non-Czech locale fallbacks remain unchanged.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","CTA becomes 'Objednat posouzení léčby'; live booking, price, duration and doctor state are preserved.","All verified treatment facts preserved; automatic eRecept and same-day implications removed."
"https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online","service","vypadávání vlasů doktor","vypadávání vlasů lékař|vypadávání vlasů online","Konzultace vypadávání vlasů online | Lékař na videu | eRecept","Vypadávání vlasů | Online konzultace s lékařem","Posouzení příčiny vypadávání vlasů nebo řídnutí. Lékař registrovaný v ČLK posoudí příčinu a poradí léčbu na základě důkazů. Videokonsultace, termín ještě dnes.","Online konzultace vypadávání nebo řídnutí vlasů. Lékař posoudí průběh, možné příčiny a potřebu vyšetření; léčba není automatická.","Vypadávání vlasů — lékařská konzultace online","Vypadávání vlasů: online konzultace","Online konzultace vypadávání nebo řídnutí vlasů. Lékař zhodnotí průběh, možné příčiny a potřebu vyšetření; léčba nebo recept nejsou automatické.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","Only two low-volume doctor/lékař variants are relevant; body and FAQs need review before any tests, referral, prescription or result language changes. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Keep clinical CTA and relevant doctor links; do not promise same-day orders, prescriptions or results.","Hair-loss assessment scope retained; timing and outcome implications narrowed."
"https://www.myglobalhealth.online/czechia/cs/services/zenske-zdravi-online","service","zdraví žen online","ženské zdraví konzultace|menopauza online konzultace","Zdraví žen online | Hormony, antikoncepce, menopauza | Lékař na videu","Zdraví žen online | Diskrétní konzultace","Diskrétní posouzení PCOS, hormonálních obtíží, menopauzy a dalších zdravotních obav žen. Lékař registrovaný v ČLK posoudí vaši situaci přes bezpečný videohovor. Diskrétní konzultace, termín ještě dnes.","Diskrétní online konzultace ženských zdravotních obtíží. Lékař doporučí další postup; některé potíže vyžadují osobní gynekologické vyšetření.","Zdraví žen — lékařská konzultace online","Zdraví žen online","Diskrétní online konzultace ženských zdravotních obtíží. Lékař posoudí situaci a doporučí další postup; některé potíže vyžadují osobní gynekologické vyšetření.","yes","not applicable","no","yes","yes","live_verified_2026-09-01","No measured demand justifies expansion; only unsafe same-day, test, referral and prescription implications are narrowed pending clinical review. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Keep discreet live booking CTA and in-person gynaecology limitations; do not promise documents or treatment.","Existing women's-health scope retained; operational and outcome claims narrowed."
"https://www.myglobalhealth.online/czechia/cs/tools/adhd-test","tool","ADHD test pro dospělé zdarma","ADHD test|test ADHD zdarma|screening ADHD","ADHD Test Česko | Bezplatný Screening Pro Dospělé","ADHD test pro dospělé zdarma | Screening","Vyplňte screeningový test ADHD pro dospělé o šesti otázkách (ASRS v1.1, část A) a zjistěte, co vaše odpovědi znamenají. Výsledek screeningu není diagnóza — tu stanoví jen psychiatr nebo klinický psycholog.","Vyplňte šest otázek screeningového testu ADHD pro dospělé. Výsledek není diagnóza; tu stanoví psychiatr nebo klinický psycholog.","ADHD test Česko","ADHD test pro dospělé","","no","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_review","Tool logic, questions, scoring and existing FAQs remain unchanged; medication and free-chat keywords are excluded as unrelated.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Mental-health service CTA remains contextual and must not imply diagnostic confirmation.","ASRS scope and diagnostic limitation retained; no algorithm or medical fact changed."
"https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart","tool","krevní tlak kalkulačka","tabulka krevního tlaku|hodnoty krevního tlaku|normální krevní tlak","Kalkulačka Krevního Tlaku Česko | Tabulka Normálních Hodnot","Krevní tlak: kalkulačka a tabulka hodnot","Zadejte systolický a diastolický tlak a hned uvidíte kategorii podle evropské tabulky pro dospělé — co hodnota znamená a které vyžadují lékaře ještě týž den.","Zkontrolujte orientační kategorii krevního tlaku, správný postup měření a situace, kdy je vhodná konzultace nebo akutní pomoc.","Normální krevní tlak Česko","Kalkulačka a tabulka krevního tlaku","","no","not applicable","no","yes","yes","live_verified_2026-09-01","Tool algorithm, thresholds, visible table and FAQs remain unchanged until a Czech or European guidance source and reviewer date are pinned.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Chronic-care CTA remains contextual; add no diagnostic or medication-change language.","No threshold or interpretation fact changed; metadata removes false precision and same-day implication."
"https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator","tool","BMI kalkulačka","výpočet BMI|BMI ženy|BMI muži","BMI Kalkulačka Česko | Výpočet BMI Online · Global Health","BMI kalkulačka | Výpočet BMI online","Spočítejte si index tělesné hmotnosti během několika sekund. Metrické i imperiální jednotky, kategorie WHO pro dospělé a co váš výsledek ve skutečnosti znamená.","Spočítejte si BMI z výšky a hmotnosti. Výsledek používá orientační kategorie pro dospělé a nenahrazuje individuální zdravotní posouzení.","BMI kalkulačka Česko","BMI kalkulačka","","no","not applicable","no","yes","yes","live_verified_2026-09-01","Tool formula, units, categories and FAQs remain unchanged; sex-modifier variants map to supporting explanation, not separate pages.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Weight-management CTA remains contextual and must not imply treatment eligibility.","No formula, category or health fact changed."
"https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator","tool","kalkulačka kalorií","výpočet kalorií|kalorický příjem|denní příjem kalorií","Kalorická Kalkulačka Česko | Výpočet Denního Příjmu","Kalkulačka kalorií | Denní kalorický příjem","Spočítejte si, kolik kalorií denně potřebujete na udržení hmotnosti, hubnutí nebo nabírání. Rovnice Mifflin-St Jeor, pět úrovní aktivity a co ta čísla ve skutečnosti znamenají — a registrovaní lékaři, pokud chcete jít dál.","Odhadněte denní kalorický příjem pro udržení, hubnutí nebo nabírání podle rovnice Mifflin-St Jeor. Výsledek je orientační.","Kalorická kalkulačka Česko","Kalkulačka kalorií","","no","not applicable","no","yes","yes","live_verified_2026-09-01","Tool equation, inputs, outputs and FAQs remain unchanged; burn-rate long tails stay supporting terms rather than separate pages.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Weight-management CTA remains contextual; do not frame the estimate as a prescription.","Mifflin-St Jeor method retained; no algorithm or nutrition fact changed."
"https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator","tool","těhotenská kalkulačka","kalkulačka těhotenství|výpočet týdne těhotenství|termín porodu","Těhotenská Kalkulačka Česko | Termín Porodu a Týdny","Těhotenská kalkulačka | Termín porodu a týdny","Spočítejte si předpokládaný termín porodu a v kolikátém týdnu těhotenství jste, podle prvního dne poslední menstruace. Zohledňuje délku vašeho cyklu, včetně přehledu všech 40 týdnů.","Odhadněte termín porodu a týden těhotenství podle prvního dne poslední menstruace a délky cyklu. Výsledek je orientační.","Těhotenská kalkulačka Česko","Těhotenská kalkulačka","","no","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_review","Tool formula, timeline and FAQs remain unchanged pending obstetric clinical review; long tails remain on this calculator.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Women's-health CTA remains contextual and must not replace antenatal or urgent care.","No due-date method or pregnancy fact changed."
"https://www.myglobalhealth.online/czechia/cs/tools/osteoporosis-risk-checker","tool","riziko osteoporózy","test na osteoporózu|potřebuji denzitometrii","Kontrola Rizika Osteoporózy Česko | Potřebuji Denzitometrii?","Riziko osteoporózy | Orientační kontrola","Zkontrolujte zveřejněné rizikové faktory osteoporózy a zlomeniny z křehkosti a zjistěte, zda doporučené postupy radí nechat se vyšetřit. Nejde o FRAX ani o diagnózu — je to seznam k vyhledání rizika, se kterým můžete jít k lékaři.","Projděte orientační rizikové faktory osteoporózy a zjistěte, kdy může být vhodné odborné posouzení. Nejde o FRAX ani diagnózu.","Riziko osteoporózy Česko","Riziko osteoporózy","","no","not applicable","no","yes","yes","live_verified_2026-09-01","Risk logic, source thresholds and FAQs remain unchanged pending clinical review; 'test' stays secondary because this is not a diagnostic test.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Women's-health CTA remains contextual; do not imply a diagnosis or guaranteed densitometry referral.","FRAX and diagnostic limitations retained; no risk criterion changed."
"https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator","tool","ovulační kalkulačka","ovulační kalendář|výpočet ovulace|plodné dny","Ovulační Kalkulačka Česko | Plodné Dny a Den Ovulace","Ovulační kalkulačka | Plodné dny a ovulace","Spočítejte si plodné dny a odhadovaný den ovulace podle prvního dne poslední menstruace. Zohledňuje délku vašeho cyklu a šest nejplodnějších dnů rozepisuje den po dni.","Odhadněte den ovulace a plodné dny podle prvního dne poslední menstruace a délky cyklu. Výsledek je orientační.","Ovulační kalkulačka Česko","Ovulační kalkulačka","","no","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_review","Calculation, cycle assumptions and FAQs remain unchanged pending clinical review; all relevant long tails stay on this tool.","200; self-canonical; index/follow; self-hreflang; MedicalWebPage and FAQ schema present","Women's-health CTA remains contextual; do not imply fertility diagnosis or treatment.","No cycle calculation or reproductive-health fact changed."
"https://www.myglobalhealth.online/czechia/en","home","online doctor Czech Republic","doctor for foreigners Czech Republic|English doctor Czechia","Online Doctor Czechia | Registered GPs & Specialists","Online Doctor in the Czech Republic | Registered Doctors","See a registered doctor online today — GP consultations, medical certificates, specialist referrals. Same-day video appointments in Czechia.","Consult doctors registered in the Czech Republic by video. Choose a service and a live appointment; prescriptions and documents depend on clinical assessment.","Online medical care in Czechia","Online medical care in the Czech Republic","Choose a service, check live availability and book a video consultation with a doctor registered in the Czech Republic. Outcomes cannot be guaranteed in advance.","yes","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_and_native_review","Existing FAQs remain unchanged; Prague transaction intent continues to route to the English Prague service.","200; self-canonical; index/follow; self-hreflang; FAQ and organization schema present","Keep English Prague service and doctor-profile links; booking CTA uses live availability, not same-day copy.","Registration and service-scope facts retained; blanket availability and document implications removed."
"https://www.myglobalhealth.online/czechia/en/services/lekar-online-praha","service","English speaking doctor Prague","doctor for foreigners Prague|private doctor Prague|online doctor Prague","English Doctor Online | Czech Republic | Same-Day Appointment","English-Speaking Doctor in Prague | Online Consultation","See an English-speaking doctor registered in Czech Republic today. No registration, no waiting room. Video consultation from anywhere in Czechia. Book now.","Book an online consultation with a Czech-registered, English-speaking doctor. See scope, live availability and when in-person or urgent care is needed.","See an English-Speaking Doctor Today -- Online, From Anywhere in Czech Republic","English-speaking online doctor in Prague","Book an online consultation with an English-speaking doctor registered in Czechia. The doctor will assess your symptoms and advise whether remote or in-person care is appropriate.","yes","not applicable","no","yes","yes","source_pinned_guarded_draft_pending_clinical_and_native_review","Body and FAQs require Czech clinical plus native-English review; preserve existing rank and remove same-day, seven-day, instant-confirmation and guaranteed-document wording. Exact source-level FAQ old/new copy is not yet drafted; FAQs remain pending clinical review.","200; self-canonical; index/follow; self-hreflang; Service, MedicalWebPage and FAQ schema present","Own Prague/foreigner intent; link from English home and published English profiles; CTA must reflect live availability.","Czech registration and English-language scope retained; unsupported timing and outcome promises narrowed."
