coupling_id,file,line,expression,match_token,context_kind,enclosing_symbol,route_or_template,markets_named,language_ambiguity,is_test
CC-0543,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,320,"p(""At the consultation, the doctor electronically sets the start date of the eNeschopenka. During sick leave, the patient must follow the prescribed regime and attend check-ups on the dates set by the",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0544,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,325,"linksEyebrow: ""Global Health Czechia"",",Czechia,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0545,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,329,"{ label: ""Online sick-note consultation in Czechia"", href: href(""en"", ""/services/neschopenka-online"") },",Czechia,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0546,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,330,"{ label: ""How the Czech electronic sick note works"", href: ""https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained"" },",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0547,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,331,"{ label: ""Our doctors in Czechia"", href: href(""en"", ""/doctors"") },",Czechia,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0548,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,332,"{ label: ""Contact Global Health Czechia"", href: href(""en"", ""/contact"") },",Czechia,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0549,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,336,"text: ""An online consultation with a Czech doctor can establish whether temporary incapacity for work is medically justified. The amount of money paid afterwards is then determined by payroll and ČSSZ",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0550,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,336,"text: ""An online consultation with a Czech doctor can establish whether temporary incapacity for work is medically justified. The amount of money paid afterwards is then determined by payroll and ČSSZ",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0551,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,347,"{ label: ""Czech Labour Code § 192"", href: LABOUR_CODE_192 },",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0552,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,352,"faqH2: ""Common questions about Czech sickness-benefit calculation"",",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0553,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,355,"q: ""How is sickness benefit calculated in Czechia in 2026?"",",Czechia,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0554,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,381,"""Written by MUDr. Vojtěch Černý, General Practitioner at Global Health Czechia. This article provides general information about Czech temporary incapacity for work and sickness-related income as of 24",Czechia,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0555,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,381,"""Written by MUDr. Vojtěch Černý, General Practitioner at Global Health Czechia. This article provides general information about Czech temporary incapacity for work and sickness-related income as of 24",Czech,other,enResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0556,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1183,// approved EN and DE candidates below are translations of the compact Czech,Czech,other,deResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0557,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1184,// source and keep Czech benefit rules intact.,Czech,other,deResearch,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0558,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1190,"title: ""Czech sick pay calculation 2026: employer and ČSSZ"",",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0559,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1191,"excerpt: ""How employer wage compensation is calculated for the first 14 days and how ČSSZ sickness benefit works from day 15 in Czechia."",",Czechia,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0560,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1192,"seoTitle: ""Czech sick pay calculation 2026: employer and ČSSZ"",",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0561,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1193,"seoDescription: ""Calculate Czech sick pay in 2026: employer compensation for days 1-14, ČSSZ benefit from day 15, reduction thresholds and examples."",",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0562,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1200,"eyebrow: ""Czechia · 2026 rules"",",Czechia,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0563,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1201,"h1: ""How Czech sick pay is calculated in 2026"",",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0564,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1203,"intro: ""A Czech sick-pay calculation in 2026 has <strong>two separate stages</strong>. For an employee covered by sickness insurance, the employer pays wage compensation during the first 14 calendar d",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0565,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1206,"secondaryCta: { label: ""How Czech eNeschopenka works"", href: href(""en"", ""/blog/neschopenka-czech-sick-note-explained"") },",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0566,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1209,"author: { initials: ""VČ"", name: ""MUDr. Vojtěch Černý"", line: ""General Practitioner · Global Health Czechia"" },",Czechia,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0567,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1216,"cite(""The legal basis is <a href=\"""" + LABOUR_CODE_192 + ""\"" rel=\""nofollow noopener\"" target=\""_blank\"">Section 192 of the Czech Labour Code</a>.""),",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0568,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1226,"{ id: ""example"", nav: ""Example"", eyebrow: ""Worked method"", h2: ""A worked Czech sick-pay example"", blocks: [",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0569,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1237,"p(""Our separate guide explains <a href=\"""" + href(""en"", ""/blog/neschopenka-czech-sick-note-explained"") + ""\"">how Czech eNeschopenka works</a>. If you need a medical assessment, see the <a href=\"""" + h",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0570,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1240,"linksEyebrow: ""Global Health Czechia"", linksH2: ""Sick note and medical assessment"", linksLead: ""ČSSZ calculates the benefit; a doctor assesses whether health reasons justify incapacity for work."",",Czechia,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0571,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1241,"links: [{ label: ""Online sick-note consultation"", href: href(""en"", ""/services/neschopenka-online"") }, { label: ""How eNeschopenka works"", href: href(""en"", ""/blog/neschopenka-czech-sick-note-explained"")",Czechia,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0572,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1241,"links: [{ label: ""Online sick-note consultation"", href: href(""en"", ""/services/neschopenka-online"") }, { label: ""How eNeschopenka works"", href: href(""en"", ""/blog/neschopenka-czech-sick-note-explained"")",Czechia,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),cz,no,no
CC-0573,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1242,"ctaBox: { h3: ""Do you need a medical assessment?"", text: ""A Czech doctor can assess whether your condition justifies incapacity for work. The employer and ČSSZ determine the payment."", primary: { labe",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0574,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1244,"sources: [{ label: ""MPSV: sickness insurance in 2026"", href: MPSV_SICKNESS_2026 }, { label: ""ČSSZ: detailed sickness-benefit information"", href: CSSZ_SICKNESS_DETAIL }, { label: ""ČSSZ: benefit amounts",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0575,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1244,"sources: [{ label: ""MPSV: sickness insurance in 2026"", href: MPSV_SICKNESS_2026 }, { label: ""ČSSZ: detailed sickness-benefit information"", href: CSSZ_SICKNESS_DETAIL }, { label: ""ČSSZ: benefit amounts",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0576,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,1245,"sourcesNote: ""The employer calculates exact wage compensation; ČSSZ calculates exact sickness benefit."", faqEyebrow: ""Frequently asked questions"", faqH2: ""Czech sick pay in 2026"",",Czech,other,en,backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts (script),,no,no
CC-0577,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,2,* Spain — Week 2 editorial plan article.,Spain,other,,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts (script),es,no,no
CC-0578,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,224,"eyebrow: ""Spain · Safety guide"",",Spain,other,en,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts (script),es,no,no
CC-0579,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,244,"line: ""Specialist in Cardiology · Global Health Spain"",",Spain,other,en,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts (script),es,no,no
CC-0580,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,325,"linksEyebrow: ""Global Health Spain"",",Spain,other,en,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts (script),es,no,no
CC-0581,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,332,"{ label: ""Doctors in Spain"", href: href(""en"", ""/doctors"") },",Spain,other,en,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts (script),es,no,no
CC-0582,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,781,"""OpenSEO / DataForSEO refresh supplied 2026-08-24 for Spain: tensión alta 12,100 monthly searches, KD 3, CPC USD 0.32; síntomas de tensión alta 5,400, KD 9. Intent is symptom recognition and emergency",Spain,other,ES_TENSION_ALTA_URGENCIAS,backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts (script),es,no,no
CC-0583,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,2,* Ireland — Week 2 editorial batch article.,Ireland,other,,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0584,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,71,"title: ""How Much Is Illness Benefit in Ireland in 2026?"",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0585,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,73,"seoTitle: ""Illness Benefit Ireland: 2026 rates and timing"",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0586,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,74,"seoDescription: ""See 2026 Illness Benefit rates in Ireland, when payment starts, weekly timing, tax and how employer sick pay affects the first paid day."",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0587,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,81,"eyebrow: ""Ireland · 2026 payment guide"",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0588,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,82,"h1: ""How much is Illness Benefit in Ireland in 2026?"",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0589,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,106,"h2: ""Illness Benefit rates in Ireland in 2026"",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0590,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,169,"linksEyebrow: ""Global Health Ireland"",",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0591,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,175,"{ label: ""Doctors in Ireland"", href: enLinks.doctors },",Ireland,other,en,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0592,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,385,"{ label: ""Government of Ireland — statutory sick leave remains at 5 days"", href: ENTERPRISE_SICK_LEAVE },",Ireland,other,ptResearch,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0593,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,596,"{ label: ""Government of Ireland — statutory sick leave remains at 5 days"", href: ENTERPRISE_SICK_LEAVE },",Ireland,other,esResearch,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0594,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,731,"linksEyebrow: ""Global Health Ireland"",",Ireland,other,cs,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0595,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,959,"{ label: ""Government of Ireland — statutory sick leave remains at 5 days"", href: ENTERPRISE_SICK_LEAVE },",Ireland,other,roResearch,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0596,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,1170,"{ label: ""Government of Ireland — statutory sick leave remains at 5 days"", href: ENTERPRISE_SICK_LEAVE },",Ireland,other,deResearch,backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts (script),ie,no,no
CC-0597,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,2,* Portugal — Week 2 article.,Portugal,other,,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0598,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,44,"""Atestado médico da carta em Portugal: categorias dos Grupos 1 e 2, avaliação psicológica, envio eletrónico ao IMT e limites da consulta."",",Portugal,other,pt,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0599,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,51,"eyebrow: ""Portugal · Guia administrativo"",",Portugal,other,pt,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0600,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,71,"line: ""Médico de Clínica Geral e Medicina Familiar · Global Health Portugal"",",Portugal,other,pt,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0601,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,142,"linksEyebrow: ""Global Health Portugal"",",Portugal,other,pt,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0602,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,148,"{ label: ""Médicos em Portugal"", href: href(""pt"", ""/doctors"") },",Portugal,other,pt,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0603,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,192,"""Informação geral sobre o atestado médico para carta de condução em Portugal. Não substitui avaliação individual, não garante emissão e não substitui instruções do IMT."",",Portugal,other,pt,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0604,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,199,"title: ""Driving licence medical certificate in Portugal: Group 1, Group 2 and IMT submission"",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0605,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,202,"seoTitle: ""Portugal driving medical certificate: Group 1 and 2"",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0606,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,204,"""Driving licence medical certificate in Portugal: Groups 1 and 2, psychological assessment, electronic IMT submission and consultation limits."",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0607,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,211,"eyebrow: ""Portugal · Administrative guide"",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0608,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,212,"h1: ""Driving licence medical certificate in Portugal"",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0609,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,231,"line: ""General practitioner and family doctor · Global Health Portugal"",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0610,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,304,"linksEyebrow: ""Global Health Portugal"",",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0611,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,309,"{ label: ""Doctors in Portugal"", href: href(""en"", ""/doctors"") },",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0612,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,310,"{ label: ""Contact Global Health Portugal"", href: href(""en"", ""/contact"") },",Portugal,other,en,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0613,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,358,"title: ""Ärztliches Attest für den Führerschein in Portugal: Gruppe 1, Gruppe 2 und Übermittlung an das IMT"",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0614,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,361,"seoTitle: ""Führerscheinattest Portugal: Gruppe 1 und 2"",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0615,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,363,"""Führerscheinattest in Portugal: Gruppe 1 und 2, psychologisches Attest, elektronische Übermittlung an das IMT und Grenzen der Sprechstunde."",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0616,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,370,"eyebrow: ""Portugal · Verwaltungsleitfaden"",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0617,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,390,"line: ""Arzt für Allgemein- und Familienmedizin · Global Health Portugal"",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0618,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,463,"linksEyebrow: ""Global Health Portugal"",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0619,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,468,"{ label: ""Ärzte in Portugal"", href: href(""de"", ""/doctors"") },",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0620,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,469,"{ label: ""Global Health Portugal kontaktieren"", href: href(""de"", ""/contact"") },",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0621,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,510,"""Allgemeine Informationen zum ärztlichen Führerscheinattest in Portugal. Der Text ersetzt keine individuelle Beurteilung, garantiert keine Ausstellung und ersetzt keine Anweisung des IMT."",",Portugal,other,de,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0622,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,517,"title: ""Certificado médico para el carnet de conducir en Portugal: Grupo 1, Grupo 2 y lo que la renovación online no resuelve sola"",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0623,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,519,"""El certificado médico para conducir en Portugal no es un mero trámite automático. Esta guía aclara Grupo 1 frente a Grupo 2, cuándo puede exigirse evaluación psicológica, cómo se remite al IMT y por ",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0624,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,520,"seoTitle: ""Certificado médico carnet conducir Portugal"",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0625,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,522,"""Certificado médico para conducir en Portugal: Grupo 1 y 2, renovación online, evaluación psicológica y envío electrónico al IMT."",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0626,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,529,"eyebrow: ""Portugal · Guía administrativa"",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0627,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,533,"""En Portugal, el <strong>certificado médico para el carnet de conducir</strong> forma parte del circuito administrativo y clínico que permite emitir o renovar el permiso cuando la aptitud para conduci",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0628,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,550,"line: ""Médico de Medicina General y Familiar · Global Health Portugal"",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0629,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,664,"linksEyebrow: ""Global Health Portugal"",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0630,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,667,"""Nuestro equipo en Portugal revisa lo que realmente define estos casos: categoría, edad, antecedentes, medicación, documentación y necesidad o no de pasos complementarios antes de remitir al IMT."",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0631,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,670,"{ label: ""Nuestros médicos en Portugal"", href: href(""es"", ""/doctors"") },",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt|es,no,no
CC-0632,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,671,"{ label: ""Contactar con Global Health Portugal"", href: href(""es"", ""/contact"") },",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt|es,no,no
CC-0633,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,697,"q: ""¿Quién necesita un certificado médico para el carnet de conducir en Portugal?"",",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0634,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,719,"""Escrito por el Dr Rui Diogo Rodrigues, médico de Medicina General y Familiar de Global Health Portugal. Este artículo contiene información general sobre el certificado médico para el carnet de conduc",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0635,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,719,"""Escrito por el Dr Rui Diogo Rodrigues, médico de Medicina General y Familiar de Global Health Portugal. Este artículo contiene información general sobre el certificado médico para el carnet de conduc",Portugal,other,es,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
CC-0636,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,759,"line: ""Lékař všeobecného a rodinného lékařství · Global Health Portugal"",",Portugal,other,cs,backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts (script),pt,no,no
