path,in_applied_dir,size_bytes,last_commit_date,referenced_from_runtime,one_line_purpose
backend/scripts/content/legal/de/GlobalHealth_Ireland_Addendum_final.html,no,17520,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Länderanhang — Irland</h2>
backend/scripts/content/legal/de/GlobalHealth_Portugal_Addendum_final.html,no,18819,2026-07-18 14:37:25 +0500,no,<h2>Länderanhang — Portugal</h2>
backend/scripts/content/legal/de/GlobalHealth_Romania_Addendum_final.html,no,21391,2026-07-18 14:37:25 +0500,no,<h2>Länderanhang — Rumänien</h2>
backend/scripts/content/legal/de/GlobalHealth_Spain_Addendum_final.html,no,19691,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Länderzusatz — Spanien</h2>
backend/scripts/content/legal/es/GlobalHealth_Brazil_Addendum_final.html,no,26407,2026-07-18 14:37:25 +0500,no,<h1>GLOBAL HEALTH</h1>
backend/scripts/content/legal/es/GlobalHealth_Ireland_Addendum_final.html,no,17792,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Anexo de País — Irlanda</h2>
backend/scripts/content/legal/es/GlobalHealth_Portugal_Addendum_final.html,no,18918,2026-07-18 14:37:25 +0500,no,<h2>Adenda de País — Portugal</h2>
backend/scripts/content/legal/es/GlobalHealth_Romania_Addendum_final.html,no,21645,2026-07-18 14:37:25 +0500,no,<h2>Anexo de País — Rumanía</h2>
backend/scripts/content/legal/es/GlobalHealth_Spain_Addendum_final.html,no,19834,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Adenda de País — España</h2>
backend/scripts/content/legal/pt/GlobalHealth_Brazil_Addendum_final.html,no,25957,2026-07-18 14:37:25 +0500,no,<h1>GLOBAL HEALTH</h1>
backend/scripts/content/legal/pt/GlobalHealth_Ireland_Addendum_final.html,no,17527,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Adenda de País — Irlanda</h2>
backend/scripts/content/legal/pt/GlobalHealth_Portugal_Addendum_final.html,no,18562,2026-07-18 14:37:25 +0500,no,<h2>Aditamento Nacional — Portugal</h2>
backend/scripts/content/legal/pt/GlobalHealth_Romania_Addendum_final.html,no,21056,2026-07-18 14:37:25 +0500,no,<h2>Aditamento Nacional — Roménia</h2>
backend/scripts/content/legal/pt/GlobalHealth_Spain_Addendum_final.html,no,19510,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Adenda Nacional — Espanha</h2>
backend/scripts/content/legal/ro/GlobalHealth_Brazil_Addendum_final.html,no,26154,2026-07-18 14:37:25 +0500,no,<h1>GLOBAL HEALTH</h1>
backend/scripts/content/legal/ro/GlobalHealth_Ireland_Addendum_final.html,no,17969,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Addendum Național — Irlanda</h2>
backend/scripts/content/legal/ro/GlobalHealth_Portugal_Addendum_final.html,no,18820,2026-07-18 14:37:25 +0500,no,<h2>Anexă de Țară — Portugalia</h2>
backend/scripts/content/legal/ro/GlobalHealth_Romania_Addendum_final.html,no,21571,2026-07-18 14:37:25 +0500,no,<h2>Anexă de Țară — România</h2>
backend/scripts/content/legal/ro/GlobalHealth_Spain_Addendum_final.html,no,19727,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Anexă de Țară — Spania</h2>
backend/scripts/data/brazil-service-content.json,no,235782,2026-07-21 17:15:17 +0500,no,[
backend/scripts/data/brazil-service-links.json,no,40387,2026-07-21 17:15:17 +0500,no,[
backend/scripts/data/brazil-specialist-service-content.json,no,78910,2026-07-12 02:32:09 +0500,no,[
backend/scripts/data/czechia-career-locales.ts,no,17537,2026-09-01 02:46:56 +0500,no,"import type { LocaleCode } from ""@prisma/client"";"
backend/scripts/data/czechia-specialist-service-content.json,no,60553,2026-07-12 02:32:09 +0500,no,[
backend/scripts/data/ireland-doctors-datasheet.ts,no,200173,2026-07-30 05:26:14 +0500,no," Ireland doctors datasheet — transcribed faithfully from the July 2026 ""Doctor Profile Data Sheet"" docx extraction (23 profiles found in sheet). HTML entities decoded; paragraph breaks preserved as \n"
backend/scripts/data/ireland-randox-kits.ts,no,47791,2026-08-06 07:20:19 +0500,no," Ireland home test kit catalogue — Randox home kits sold in the Republic of Ireland, as listed on randoxhealth.com/en-IE (checked 2026-08-06).  `priceCents` mirrors Randox's own IE retail price in EUR"
backend/scripts/data/ireland-service-content.json,no,308659,2026-07-01 21:38:02 +0500,no,[
backend/scripts/data/ireland-service-links.json,no,7002,2026-06-30 03:54:58 +0500,no,[
backend/scripts/data/ireland-specialist-service-content.json,no,63851,2026-07-11 06:55:07 +0500,no,[
backend/scripts/data/portugal-doctors-datasheet.ts,no,158152,2026-09-01 23:29:10 +0500,no," Portugal /portugal/pt/doctors profile content — per ""Dr portugal seo.docx"" (July 2026). One entry per doctor currently live on the Portugal roster.  `isMarketOnly: true` marks a doctor whose PRIMARY "
backend/scripts/data/portugal-service-content.json,no,337732,2026-09-01 23:29:10 +0500,no,[
backend/scripts/data/portugal-service-links.json,no,25149,2026-07-01 23:01:16 +0500,no,[
backend/scripts/data/portugal-specialist-service-content.json,no,48101,2026-07-11 06:55:07 +0500,no,[
backend/scripts/data/romania-specialist-service-content.json,no,75183,2026-07-12 02:32:09 +0500,no,[
backend/scripts/data/spain-doctors-datasheet.ts,no,123121,2026-07-30 05:26:14 +0500,no," Spain doctors datasheet — transcribed from the July 2026 ""GlobalHealth_Spain_DoctorsPage_Brief"" + per-doctor SEO docx (14 profiles). Consumed by scripts/applied/patch-spain-doctors-datasheet.ts. Mirr"
backend/scripts/data/spain-service-content.json,no,513188,2026-07-10 05:49:39 +0500,no,[
backend/scripts/data/spain-service-links.json,no,45455,2026-07-10 05:49:39 +0500,no,[
backend/scripts/data/spain-specialist-service-content.json,no,60854,2026-07-12 02:32:09 +0500,no,[
backend/scripts/lib/czechia-clinical-approval.ts,no,5060,2026-09-01 17:42:21 +0500,no,"import { parseCsv } from ""../legacy-migration/lib/contacts-csv.js"";"
