"url","locale","page_type","discovery","status","disposition","reason","keyword_evidence","current_clicks","current_impressions","existing_title","proposed_title","existing_description","proposed_description","existing_h1","proposed_h1","native_faqs","embedded_faq_sections","schema_faqs","source_fingerprint","review_status","implementation_status","canonical","robots"
"https://www.myglobalhealth.online/brazil/en/services/saude-mental-online","en","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Online Mental Health Brazil | Anxiety and Depression | General Practitioner","Online Mental Health Brazil | Anxiety and Depression | General Practitioner","Talk to a general practitioner about anxiety, depression, stress, or burnout by video call. Assessment, guidance, and referral when necessary. Doctors with active CRM. Same day, throughout Brazil.","Mental Health: video consultation with a family doctor. Check appointments, price and care limitations before booking.","Online Mental Health — Assessment with General Practitioner by Video Call","Online Mental Health — Assessment with General Practitioner by Video Call","9","0","9","d51cf052c45a3121a80572b311527be7cb5b02fef72e01769ccc3fc6ac647af9","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/en/services/saude-mental-online","index, follow"
"https://www.myglobalhealth.online/brazil/en/services/saude-sexual-ist-online","en","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","44","Sexual Health and STIs Online Brazil | General Practitioner | Same Day","Sexual Health and STIs Online Brazil | General Practitioner","Sexual health consultation and STI screening with a general practitioner by video call. Syphilis, HIV, hepatitis, PrEP, and much more. Doctors with an active medical license. Same day, from anywhere in Brazil.","Sexual Health and STIs: video consultation with a family doctor. Check appointments, price and care limitations before booking.","Sexual Health and STIs Online — Assessment with General Practitioner by Video Call","Sexual Health and STIs Online — Assessment with General Practitioner by Video Call","10","0","10","34f0da50b2bdbc53f5cfe36a2e9cc770db31fa2ba004044c3ad458e6953e84ae","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/en/services/saude-sexual-ist-online","index, follow"
"https://www.myglobalhealth.online/brazil/en/services/saude-viagem-online","en","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","23","Online Travel Health Brazil | Medical Consultation Before Traveling | Same Day","Online Travel Health Brazil | Medical Consultation Before Traveling","Travel health consultation with a general practitioner by video call. Guidance on vaccines, malaria prophylaxis, dengue, and much more. Doctors with an active medical license. Same day, from anywhere in Brazil.","Travel Health: video consultation with a family doctor. Check appointments, price and care limitations before booking.","Online Travel Health — Medical Guidance Before Traveling","Online Travel Health — Medical Guidance Before Traveling","8","0","8","69186de408ee651517e24bed877da43c895d785956b8f872ec17929fb505e7d0","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/en/services/saude-viagem-online","index, follow"
"https://www.myglobalhealth.online/brazil/en/services/segunda-opiniao-medica","en","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","3","Online Medical Second Opinion Brazil | General Practitioner | Same Day","Online Medical Second Opinion Brazil | General Practitioner","Get an independent medical second opinion by video call. Review diagnoses, test results, and treatment plans with a general practitioner with an active medical registration. Same day, from anywhere in Brazil.","Second Medical Opinion: video consultation with a family doctor. Check appointments, price and care limitations before booking.","Online Second Medical Opinion — Independent Evaluation by Video Call","Online Second Medical Opinion — Independent Evaluation by Video Call","8","0","8","99f03e58fd05b2b60057f6013f34b48ee33076689c3b8cb74ac5d770949ce0ff","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/en/services/segunda-opiniao-medica","index, follow"
"https://www.myglobalhealth.online/brazil/en/services/solicitacao-exames-online","en","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","2","4","Online Test Request Brazil | Same Day · Global Health","Online Test Request Brazil","Request blood tests, imaging and other laboratory tests via video call with a general practitioner. Test order valid at laboratories throughout Brazil. Doctors with active CRM. Same day.","Discuss whether you need tests with a doctor by video. Any test request depends on the clinical assessment. Check times and price.","Online Test Request — by Video Call, Same Day","Online Test Request — by Video Call","8","0","8","71d9dd4c07f4a6efe97058983f8533208f14a907bc68fbf5d33540980413d8d9","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/en/services/solicitacao-exames-online","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/adhd-test","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","3","ADHD Test Brazil | Free Adult ADHD Screening · Global Health","ADHD Test Brazil | Free Adult ADHD Screening · Global Health","Take the six-question adult ADHD screener (ASRS v1.1 Part A) and see what your answers mean. A screening result is not a diagnosis — only a psychiatrist or clinical psychologist can make one.","Take the six-question adult ADHD screener (ASRS v1.1 Part A) and see what your answers mean. A screening result is not a diagnosis — only a psychiatrist or clinical psychologist can make one.","ADHD test Brazil","ADHD test Brazil","8","not separately parsed","8","35d655792dc8c4ca4832879609f423a361acffdcfc2a6dc015af6acca0a4907d","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/adhd-test","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/blood-pressure-chart","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","bp rate in brazil (4 impressions)","0","29","Blood Pressure Chart Brazil | What Your Reading Means","Blood Pressure Chart Brazil | What Your Reading Means","Check your systolic and diastolic numbers against the European adult blood pressure chart. See the category, what it means, and which readings need medical care the same day.","Check your systolic and diastolic numbers against the European adult blood pressure chart. See the category, what it means, and which readings need medical care the same day.","Blood pressure chart Brazil","Blood pressure chart Brazil","8","not separately parsed","8","35eb9cb74329f54d7d3b75e7c784cefc693e987c216e617b61b00bc2e8cfe00b","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/blood-pressure-chart","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/bmi-calculator","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","1","BMI Calculator Brazil | Free Body Mass Index Check","BMI Calculator Brazil | Free Body Mass Index Check","Work out your body mass index in seconds. Metric or imperial, WHO adult categories, and what your result actually means — with registered doctors if you want to go further.","Work out your body mass index in seconds. Metric or imperial, WHO adult categories, and what your result actually means — with registered doctors if you want to go further.","BMI calculator Brazil","BMI calculator Brazil","8","not separately parsed","8","937441c5c64bf4e3e0cdbb23a31fc835014709f1aab111cc1acdb852ebdc60af","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/bmi-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/calorie-calculator","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","2","Calorie Calculator Brazil | Daily Calorie Needs","Calorie Calculator Brazil | Daily Calorie Needs","Work out how many calories you need a day to maintain, lose or gain weight. Mifflin-St Jeor equation, five activity levels, and what the numbers actually mean — with registered doctors if you want to go further.","Work out how many calories you need a day to maintain, lose or gain weight. Mifflin-St Jeor equation, five activity levels, and what the numbers actually mean — with registered doctors if you want to go further.","Calorie calculator Brazil","Calorie calculator Brazil","8","not separately parsed","8","e40a5b9a4cc2173c18cf399eea2fed6b569d722481ec1474cc0369921cc461ff","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/calorie-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/due-date-calculator","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","due pregnant (2 impressions) | calcular data do parto pela lua online (1 impressions) | due pregnancy (1 impressions)","0","18","Due Date Calculator Brazil | Pregnancy Week by Week","Due Date Calculator Brazil | Pregnancy Week by Week","Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.","Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.","Due date calculator Brazil","Due date calculator Brazil","8","not separately parsed","8","48b90a08dffbf307a8c7faeb32c72b1044904f5163b77161d3e200429341b31e","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/due-date-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/osteoporosis-risk-checker","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","9","Osteoporosis Risk Checker Brazil | Should You Get a Bone Density Scan?","Osteoporosis Risk Checker Brazil | Should You Get a Bone Density Scan?","Check the published risk factors for osteoporosis and fragility fracture, and see whether guidelines recommend you be assessed. Not FRAX, not a diagnosis — a case-finding checklist you can bring to a doctor.","Check the published risk factors for osteoporosis and fragility fracture, and see whether guidelines recommend you be assessed. Not FRAX, not a diagnosis — a case-finding checklist you can bring to a doctor.","Osteoporosis risk checker Brazil","Osteoporosis risk checker Brazil","8","not separately parsed","8","99e03c52ee63c84d887215e97367a123585eee8e0af064334e80bf01b0561806","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/osteoporosis-risk-checker","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/ovulation-calculator","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","4","Ovulation Calculator Brazil | Fertile Window Dates","Ovulation Calculator Brazil | Fertile Window Dates","Work out your fertile window and estimated ovulation day from the first day of your last period. Adjusts for your own cycle length, with the six most fertile days set out day by day.","Work out your fertile window and estimated ovulation day from the first day of your last period. Adjusts for your own cycle length, with the six most fertile days set out day by day.","Ovulation calculator Brazil","Ovulation calculator Brazil","8","not separately parsed","8","99128b5757074cfa217a1b8ba4ccc3730c138cb82e3fbd016c476b29b4628579","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/ovulation-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/en/tools/sore-throat-checker","en","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","0","Tonsillitis or Strep Throat? Checker Brazil · Global Health","Tonsillitis or Strep Throat? Checker Brazil · Global Health","Answer five questions about your sore throat and see how likely a bacterial cause is, using the McIsaac score clinicians use. Includes the warning signs that need urgent care. Not a diagnosis and not a strep test.","Answer five questions about your sore throat and see how likely a bacterial cause is, using the McIsaac score clinicians use. Includes the warning signs that need urgent care. Not a diagnosis and not a strep test.","Tonsillitis and strep throat checker Brazil","Tonsillitis and strep throat checker Brazil","8","not separately parsed","8","a9201b4c34b4787d5982d234252aaf58f6a0bfd2dbe23bc802cb80f8681f124d","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/en/tools/sore-throat-checker","index, follow"
"https://www.myglobalhealth.online/brazil/es","es","home","sitemap","200","verify further","Registados and specialist claim require exact homepage source revision","certificado médico online (2 impressions) | site:www.myglobalhealth.online (2 impressions) | medicina online brasil (1 impressions)","6","100","Médico Online Brasil | Médicos y Especialistas Colegiados","Médico Online Brasil | Médicos y Especialistas Colegiados","Consulte hoy con un médico colegiado por videollamada — consultas de medicina general, certificados médicos, derivaciones a especialistas. Citas el mismo día en Brasil.","Consulte hoy con un médico colegiado por videollamada — consultas de medicina general, certificados médicos, derivaciones a especialistas. Citas el mismo día en Brasil.","Atención médica online en Brasil","Atención médica online en Brasil","6","not separately parsed","5","6f182de99b38df6411a4cfb36fea0b31bb44b77dca2af02e00045987da55765f","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es","index, follow"
"https://www.myglobalhealth.online/brazil/es/about","es","about","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","consulta online brasil (2 impressions) | global health (2 impressions) | help global brazil (2 impressions)","0","26","Sobre Global Health Brasil | Médicos online · Global Health","Sobre Global Health Brasil | Médicos online · Global Health","Global Health Brasil: consultas online por videollamada con médicos colegiados en Conselho Federal de Medicina, en Portugués / Inglés. Qué ofrecemos y quiénes somos.","Global Health Brasil: consultas online por videollamada con médicos colegiados en Conselho Federal de Medicina, en Portugués / Inglés. Qué ofrecemos y quiénes somos.","Sobre Global Health Brasil","Sobre Global Health Brasil","4","not separately parsed","4","19a7c1e6d3bd833b141c5b849559d45348425f894f02d9b2b86278b6b956bb97","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/about","index, follow"
"https://www.myglobalhealth.online/brazil/es/blog","es","blog","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","0","Guías de salud de médicos colegiados en Brasil","Guías de salud de médicos colegiados en Brasil","Guías de salud basadas en evidencia para Brasil, escritas y revisadas por nuestro equipo médico. Sin anuncios.","Guías de salud basadas en evidencia para Brasil, escritas y revisadas por nuestro equipo médico. Sin anuncios.","Guías de salud de médicos colegiados.","Guías de salud de médicos colegiados.","0","not separately parsed","0","f07190329fc7a46d118e4d3d5d9a568e855de568f1188ffedb78f7cb7726d818","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/blog","index, follow"
"https://www.myglobalhealth.online/brazil/es/blog/certificado-medico-online-brasil","es","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","atestado medico brasil (3 impressions) | atestado virtual (1 impressions) | certificado médico mi licencia digital (1 impressions)","0","78","Certificado médico online en Brasil: ¿es válido?","Certificado médico online en Brasil: ¿es válido?","Certificado médico online en Brasil: cuándo vale ante la empresa, qué debe contener, cómo se comprueba la firma digital y cuándo no procede emitirlo.","Certificado médico online en Brasil: cuándo vale ante la empresa, qué debe contener, cómo se comprueba la firma digital y cuándo no procede emitirlo.","Certificado médico online en Brasil: cuándo vale y qué debe contener","Certificado médico online en Brasil: cuándo vale y qué debe contener","6","not separately parsed","6","9db580b18d328fbd8639ad0ca8eca8160634e90674c9644cca47eb339fce3b44","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/blog/certificado-medico-online-brasil","index, follow"
"https://www.myglobalhealth.online/brazil/es/blog/diabetes-la-enfermedad-silenciosa-3","es","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Diabetes en Brasil: Causas, Síntomas y Tratamientos","Diabetes en Brasil: Causas, Síntomas y Tratamientos","Guía completa sobre la diabetes en Brasil: causas, síntomas, tratamientos con GLP-1 y SGLT2, y cuidados esenciales. Escrito por un médico especialista.","Guía completa sobre la diabetes en Brasil: causas, síntomas, tratamientos con GLP-1 y SGLT2, y cuidados esenciales. Escrito por un médico especialista.","Diabetes: la enfermedad silenciosa","Diabetes: la enfermedad silenciosa","7","not separately parsed","7","a8c3d82a412f3ac0ddb8be0c6b2b00db726cfb979059c0bc09a4139c18147e75","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/blog/diabetes-la-enfermedad-silenciosa-3","index, follow"
"https://www.myglobalhealth.online/brazil/es/blog/el-certificado-de-asistencia-justifica-la-falta-la-diferencia-con-el-certificado","es","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","certificado de asistencia (1 impressions) | decreto 27.048/1949 art. 12 atestado médico falta justificada (1 impressions)","0","32","¿El certificado de asistencia justifica la falta? La ley","¿El certificado de asistencia justifica la falta? La ley","La diferencia entre el certificado de asistencia y el certificado médico, cuándo la CLT garantiza la ausencia, qué debe incluir el documento y qué puede indicar el médico.","La diferencia entre el certificado de asistencia y el certificado médico, cuándo la CLT garantiza la ausencia, qué debe incluir el documento y qué puede indicar el médico.","¿El certificado de asistencia justifica la falta? La diferencia con el certificado médico y qué garantiza la CLT","¿El certificado de asistencia justifica la falta? La diferencia con el certificado médico y qué garantiza la CLT","4","not separately parsed","4","78250741f08218274de8642c9b1b5150150415b12363678016001924f6495a04","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/blog/el-certificado-de-asistencia-justifica-la-falta-la-diferencia-con-el-certificado","index, follow"
"https://www.myglobalhealth.online/brazil/es/blog/medical-review-policy","es","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Política de Revisión Médica — Global Health Brasil","Política de Revisión Médica — Global Health Brasil","Cómo Global Health redacta, revisa y actualiza los artículos de salud publicados para Brasil: quién los escribe, qué médico colegiado los aprueba y las normas editoriales que aplicamos.","Cómo Global Health redacta, revisa y actualiza los artículos de salud publicados para Brasil: quién los escribe, qué médico colegiado los aprueba y las normas editoriales que aplicamos.","Cómo redactamos y revisamos el contenido médico","Cómo redactamos y revisamos el contenido médico","0","not separately parsed","0","752fd22d9a6bbf7b8a6ef2a26f181d39953a5c13248676ced61ec20d27c5bca8","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/blog/medical-review-policy","index, follow"
"https://www.myglobalhealth.online/brazil/es/blog/solicitud-analisis-laboratorio-brasil","es","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","30","Solicitud de análisis en Brasil: cómo funciona","Solicitud de análisis en Brasil: cómo funciona","Solicitud de análisis de laboratorio en Brasil: qué debe contener el volante médico, cómo funciona en PDF firmado y cuándo se analiza sin solicitud.","Solicitud de análisis de laboratorio en Brasil: qué debe contener el volante médico, cómo funciona en PDF firmado y cuándo se analiza sin solicitud.","Solicitud de análisis de laboratorio en Brasil: cómo funciona el volante médico","Solicitud de análisis de laboratorio en Brasil: cómo funciona el volante médico","6","not separately parsed","6","7a1bf22ae477af38102d5044b8bf5fded3547fc6d09497598f65c007f9dd151b","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/blog/solicitud-analisis-laboratorio-brasil","index, follow"
"https://www.myglobalhealth.online/brazil/es/book","es","book","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","0","Reserva tu consulta — Brasil · Global Health","Reserva tu consulta — Brasil · Global Health","Clínica médica de Brasil. Elige un servicio, profesional clínico, hora y datos del paciente.","Clínica médica de Brasil. Elige un servicio, profesional clínico, hora y datos del paciente.","","","0","not separately parsed","0","3035a5b8edf90eb1b570e83d6444bbf0137e86816d911ed17873d9870f48f91c","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/book","index, follow"
"https://www.myglobalhealth.online/brazil/es/careers","es","careers","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","1","12","Empleo en Global Health Brasil","Empleo en Global Health Brasil","Únase a Global Health en Brasil. Trabajamos con médicos colegiados, equipos de apoyo clínico y tecnología en toda Europa y Brasil. Vea cómo presentar su candidatura.","Únase a Global Health en Brasil. Trabajamos con médicos colegiados, equipos de apoyo clínico y tecnología en toda Europa y Brasil. Vea cómo presentar su candidatura.","Empleo en Global Health","Empleo en Global Health","0","not separately parsed","0","c87070d1bfd2a961778075d5c694c28980df8e17243c84db663964d10e4d4162","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/careers","index, follow"
"https://www.myglobalhealth.online/brazil/es/contact","es","contact","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","8","Contacto Global Health Brasil | Médico Online","Contacto Global Health Brasil | Médico Online","Contacta con Global Health Brasil: +353 89 471 5849, info@myglobalhealth.online. Consultas online por videollamada con médicos inscritos en Conselho Federal de Medicina.","Contacta con Global Health Brasil: +353 89 471 5849, info@myglobalhealth.online. Consultas online por videollamada con médicos inscritos en Conselho Federal de Medicina.","Contacto con Global Health Brasil","Contacto con Global Health Brasil","5","not separately parsed","5","905dea2747fedf04d2ebbd0a74715c9fefde7a1ab154289d56be557b58d97627","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/contact","index, follow"
"https://www.myglobalhealth.online/brazil/es/doctors","es","doctors","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","25","Médicos registrados en el CRM | Consultas online en Brasil","Médicos registrados en el CRM | Consultas online en Brasil","Consulte con médicos registrados en el CRM/CFM disponibles online en Brasil. Medicina de familia, Cuidados Paliativos y telemedicina. Agende el mismo día.","Consulte con médicos registrados en el CRM/CFM disponibles online en Brasil. Medicina de familia, Cuidados Paliativos y telemedicina. Agende el mismo día.","Médicos que realmente responden.","Médicos que realmente responden.","8","not separately parsed","8","aafa8ec2356ad85142bd97da07d11b55180152545fd111e34f3f68f4afa464c4","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/doctors","index, follow"
"https://www.myglobalhealth.online/brazil/es/doctors/dr-renato-sarmento","es","doctor","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Dr. Renato Sarmento — Medicina de Familia y Comunidad","Dr. Renato Sarmento — Medicina de Familia y Comunidad","Dr. Renato Sarmento — Medicina de Familia y Comunidad en Brasil. Reserve una videoconsulta en línea con Global Health.","Reserva una consulta por vídeo con el Dr. Renato Sarmento en portugués, inglés o español. Consulta los horarios disponibles.","Dr. Renato Sarmento","Dr. Renato Sarmento","6","0","6","99c67942f0cc3d17b3f5ccfa87eb0b7c4b4d1ca906dae909882f0e9690a6394a","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/es/doctors/dr-renato-sarmento","index, follow"
"https://www.myglobalhealth.online/brazil/es/dr-renato","es","dr-renato","internal link","200","verify further","Dedicated clinician landing page requires separate storage ownership and content review","","0","0","Consulta en línea con un médico de familia","Consulta en línea con un médico de familia","Videoconsulta privada con un médico de familia colegiado en Brasil, para pacientes brasileños en cualquier parte del mundo.","Videoconsulta privada con un médico de familia colegiado en Brasil, para pacientes brasileños en cualquier parte del mundo.","Consulta en línea con tu médico de familia","Consulta en línea con tu médico de familia","6","not separately parsed","0","e3e11eb3f9985aa738573bc9a17bffa548348ecb7c56f7d7dc9693daac7821fe","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/dr-renato","noindex, nofollow"
"https://www.myglobalhealth.online/brazil/es/faq","es","faq","internal link","200","verify further","Existing authored FAQ integration; document signing/Atesta operational fact unresolved","","0","0","Preguntas frecuentes — Brasil · Global Health","Preguntas frecuentes — Brasil · Global Health","Brasil — Reservas, pagos, consultas, privacidad y cuándo la atención online no es la opción adecuada. ¿No encuentra lo que busca? Contáctenos.","Brasil — Reservas, pagos, consultas, privacidad y cuándo la atención online no es la opción adecuada. ¿No encuentra lo que busca? Contáctenos.","Respuestas, sin lenguaje de marketing.","Respuestas, sin lenguaje de marketing.","code-owned country groups","0","18","120357f00a9137ec107e75e02e02d50eadba536106cf8b2ebab2cdb3f375b651","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/faq","noindex, follow"
"https://www.myglobalhealth.online/brazil/es/gp-consultation-online","es","gp-consultation-online","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","9","Consulta Médica Online en Brasil | Global Health","Consulta Médica Online en Brasil | Global Health","Consultas médicas online con médicos colegiados a través de Conselho Federal de Medicina (CFM) / CRM.","Consultas médicas online con médicos colegiados a través de Conselho Federal de Medicina (CFM) / CRM.","Consulta Médica Online en Brasil","Consulta Médica Online en Brasil","5","not separately parsed","5","7928d24fd2648c8e514ad28ecbf72562a271feef9c98e6097fe2df83424b053b","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/gp-consultation-online","index, follow"
"https://www.myglobalhealth.online/brazil/es/legal","es","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Información legal. · Brasil · Global Health","Información legal. · Brasil · Global Health","Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Información legal.","Información legal.","0","not separately parsed","0","217ce2a3ae0dc0ce03f2c90beded451d21588c9981797f447a6544d95ffa115a","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal","index, follow"
"https://www.myglobalhealth.online/brazil/es/legal/complaints-procedure","es","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","2","Procedimiento de Reclamaciones · Brasil · Global Health","Procedimiento de Reclamaciones · Brasil · Global Health","Procedimiento de Reclamaciones. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Procedimiento de Reclamaciones. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Procedimiento de Reclamaciones","Procedimiento de Reclamaciones","0","not separately parsed","0","e26270d478958687231de4afe798a63793d9ab6554f835a8acb8f552ea9e7cc8","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal/complaints-procedure","index, follow"
"https://www.myglobalhealth.online/brazil/es/legal/cookie-policy","es","legal","internal link","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Cookie Policy · Brasil · Global Health","Cookie Policy · Brasil · Global Health","Cookie Policy. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Cookie Policy. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Cookie Policy","Cookie Policy","0","not separately parsed","0","022b7d472eaa1e541df05fa4d2f7f18b5796c8c0a0a005c7b817ae85698570ae","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal/cookie-policy","noindex, follow"
"https://www.myglobalhealth.online/brazil/es/legal/medical-disclaimer","es","legal","internal link","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Aviso Médico · Brasil · Global Health","Aviso Médico · Brasil · Global Health","Aviso Médico. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Aviso Médico. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Aviso Médico","Aviso Médico","0","not separately parsed","0","1c3bd6478d356a4aa07f59e9f7cf08abd16fa77322859be741dd974255fcac38","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal/medical-disclaimer","noindex, follow"
"https://www.myglobalhealth.online/brazil/es/legal/privacy-policy","es","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","1","Política de Privacidad · Brasil · Global Health","Política de Privacidad · Brasil · Global Health","Política de Privacidad. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Política de Privacidad. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Política de Privacidad","Política de Privacidad","0","not separately parsed","0","6a5a57fb67c8eee5077e98683fee6e5bb2d3f3fb9b5eba581d9cade8e23220ee","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal/privacy-policy","index, follow"
"https://www.myglobalhealth.online/brazil/es/legal/refund-policy","es","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","2","Política de Reembolso · Brasil · Global Health","Política de Reembolso · Brasil · Global Health","Política de Reembolso. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Política de Reembolso. Documentos legales, registro mercantil y datos regulatorios de Global Health en Brasil.","Política de Reembolso","Política de Reembolso","0","not separately parsed","0","c81091c6be60cae4fc5a03de873c025a61734f03e8766b9d0b4ce4fd51c91bb8","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/es/legal/refund-policy","index, follow"
