"cluster_id","keyword","search_volume","keyword_difficulty","intent","best_competitor","best_competitor_position","best_competitor_url","target_position","target_url","opportunity_score","priority","recommended_action","proposed_target_url","clinical_risk","notes"
"family-medicine","medico familia","170","6","informational","dronline.pt","13","https://dronline.pt/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/medicina-geral-e-familiar","2",""
"sick-leave","após 3 anos de baixa médica","140","0","informational","dronline.pt","22","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","baixa adse","140","0","informational","dronline.pt","9","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","baixa médica como funciona","140","0","informational","dronline.pt","1","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","baixa médica em inglês","140","0","informational","dronline.pt","9","https://dronline.pt/en/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","cálculo subsídio natal baixa médica","140","0","informational","dronline.pt","17","https://dronline.pt/simulador-baixa-medica/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","quanto se recebe de baixa medica","140","0","informational","dronline.pt","8","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","remuneração baixa médica função pública","140","0","informational","dronline.pt","11","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","retomar baixa médica","140","0","informational","dronline.pt","34","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","simulador de baixa médica","140","0","informational","dronline.pt","2","https://dronline.pt/simulador-baixa-medica/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","trust baixa","140","5","informational","dronline.pt","71","https://dronline.pt/produto/baixa-medica-online-certificado-de-incapacidade-temporaria/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","valor da baixa por doença oncológica","140","0","informational","dronline.pt","30","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"mental-health","adhd o'que e","140","12","informational","dronline.pt","80","https://dronline.pt/en/phda-o-que-e-e-quais-os-sintomas/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/saude-mental","2",""
"online-doctor","médico do nariz","140","0","informational","dronline.pt","18","https://dronline.pt/produto/medico-para-ouvido/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"sick-leave","1095 dias de baixa e depois","110","0","informational","dronline.pt","25","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"medical-certificates","adse atestado médico","110","0","informational","dronline.pt","8","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos","3",""
"medical-certificates","atestado médico adse","110","0","informational","dronline.pt","10","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos","3",""
"sick-leave","baixa por acidente de trabalho","110","0","informational","dronline.pt","52","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","estou de baixa posso sair ao fim de semana","110","0","informational","dronline.pt","30","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"online-doctor","madok clinic","110","0","informational","knok.pt","59","https://knok.pt/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","médico da garganta","110","0","informational","dronline.pt","15","https://dronline.pt/produto/medico-para-ouvido/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","medicos particulares","110","14","informational","dronline.pt","22","https://dronline.pt/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","plano médico real","110","0","informational","dronline.pt","42","https://dronline.pt/","","","86","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"sick-leave","act baixa médica","110","17","informational","dronline.pt","42","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"mental-health","ansiedade e estresse","110","17","informational","dronline.pt","1","https://dronline.pt/diminuir-sintomas-ansiedade/","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/saude-mental","2",""
"sick-leave","qual o valor da baixa medica","90","0","informational","dronline.pt","7","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","qual o valor da baixa médica","90","0","informational","dronline.pt","7","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"sick-leave","quando é paga a baixa medica","90","0","informational","dronline.pt","1","https://dronline.pt/baixa-medica-como-pedir-quais-os-meus-direitos-e-valores-de-pagamento/","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","3",""
"medical-certificates","atestado amamentação","70","0","informational","teleconsultaportugal.com","4","","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos","3",""
"medical-certificates","atestado para amamentação","70","0","informational","teleconsultaportugal.com","4","","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos","3",""
"online-doctor","doctor clin","10","9","informational","dronline.pt","16","https://dronline.pt/","","","83","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","doc clinic","260","0","navigational","dronline.pt","20","https://dronline.pt/","","","82","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","montepio saúde clínicas","170","0","navigational","dronline.pt","19","https://dronline.pt/dr-online-montepio/","","","82","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","clinic walk in","140","0","navigational","dronline.pt","43","https://dronline.pt/en/consultas-urgencias/","","","82","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","portal do médico","140","14","navigational","dronline.pt","31","https://dronline.pt/","","","82","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","medicos","8100","61","informational","mediconanet.pt","19","","","","80","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","doutor médico","320","35","informational","dronline.pt","1","https://dronline.pt/","","","80","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","the dr clinic","260","21","navigational","dronline.pt","56","https://dronline.pt/","","","79","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","portal do medico","140","29","navigational","dronline.pt","19","https://dronline.pt/","","","79","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"online-doctor","medicos portugal","110","63","informational","dronline.pt","26","https://dronline.pt/","","","77","P2","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","2",""
"driving-medical-certificate","renovação carta de condução online","2400","0","transactional","dronline.pt","46","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","97","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","atestado médico para renovar carta de condução","590","0","transactional","mediconanet.pt","9","","","","94","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","atestado médico online para carta de condução","260","0","transactional","dronline.pt","5","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","94","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","impresso para atestado médico carta de condução","90","0","transactional","dronline.pt","14","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","91","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","preço atestado médico para carta de condução","90","0","commercial","dronline.pt","13","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","87","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","onde obter atestado médico para carta de condução","260","0","informational","mediconanet.pt","7","","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","é preciso atestado medico para renovar a carta de condução","170","0","informational","dronline.pt","25","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","é preciso atestado médico para renovar a carta de condução","170","0","informational","dronline.pt","27","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","consulta carta de condução","170","6","informational","dronline.pt","1","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","exame médico para carta de condução","170","0","informational","mediconanet.pt","5","","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","atestado médico para carta de condução pdf","140","0","informational","dronline.pt","31","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","imt atestado médico","110","0","informational","dronline.pt","1","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","86","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","3","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","consulta de carta de condução","210","18","informational","dronline.pt","21","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","83","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","imt renovação carta","720","10","navigational","dronline.pt","36","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","82","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","a minha carta de condução consulta","260","6","navigational","dronline.pt","30","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","82","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
"driving-medical-certificate","imt online renovação carta de condução","140","10","navigational","dronline.pt","32","https://dronline.pt/produto/atestado-de-conducao-apoio-imtonline/","","","82","P3","retain_existing_page; authority/link earning before further on-page experiment","https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","2","Fresh SERP/indexation evidence indicates an authority and SERP-competition constraint, not a title defect."
