"URL","page type","primary keyword","secondary keywords","original title","optimized title","original meta description","optimized meta description","description optimized","bio optimized","FAQs optimized","deslop completed","factual verification completed","clinical review required","implementation status","reason for anything left unchanged","live H1","HTTP status","canonical","hreflang_pt_PT","indexable","locale_pt_PT","structured data","structured data types","CTA accuracy","live reviewed at"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-tiago-miguel-figueira","doctor profile","dr tiago figueira","tiago figueira | tiago miguel figueira | dr tiago miguel figueira | tiago figueira médico","Dr. Tiago Figueira — Médico de Clínica Geral | OM 77986","Dr. Tiago Figueira — Médico de Clínica Geral | OM 77986","Agende uma videoconsulta com Dr. Tiago Figueira — médico registado na Ordem dos Médicos (OM 77986). MUDr. Universidade de Masaryk · Cirurgia Geral Irlanda · Diretor Clínico Global Health · Consulta no mesmo dia.","Dr. Tiago Figueira, OM 77986: MUDr. pela Universidade de Masaryk, experiência em Cirurgia Geral na Irlanda e Diretor Clínico da Global Health.","no","no","no","yes","yes","yes","live verified 2026-09-02","Approved title, meta description and focused page keywords applied and independently verified. Name, H1, biography, qualifications, credentials, certifications, registration, specialties, languages, FAQs, services, prices and booking data were retained.","Dr Tiago Miguel Figueira","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais","doctor profile","dr vítor pais","vítor hugo de matos pais | dr vitor pais | dr vítor hugo de matos pais | vítor pais medicina geral e familiar","Dr. Vítor Pais — Medicina Geral e Familiar | OM 64505","Dr. Vítor Pais — Medicina Geral e Familiar | OM 64505","Agende uma videoconsulta com Dr. Vítor Pais — médico de medicina geral e familiar registado na OM (nº 64505). ULS Cova da Beira, Guarda e Castelo Branco · Medicina preventiva · Tabagismo · Português e inglês. Consulta no mesmo dia.","Dr. Vítor Pais, médico de MGF, OM 64505: ULS Cova da Beira, Guarda e Castelo Branco; Medicina Preventiva e Tabagismo. Português e inglês.","no","no","no","yes","yes","yes","live verified 2026-09-02","Approved title, meta description and focused page keywords applied and independently verified. Name, H1, biography, qualifications, credentials, certifications, registration, specialties, languages, FAQs, services, prices and booking data were retained.","Dr Vitor Hugo de Matos Pais","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/doctors/dra-ana-varges-gomes","doctor profile","dra ana varges gomes","dra ana varges gomes Portugal | perfil dra ana varges gomes","Dra. Ana Varges Gomes — Oncologista Clínica | OM 44172","Dra. Ana Varges Gomes — Oncologista Clínica | OM 44172","Agende uma videoconsulta com Dra. Ana Varges Gomes — oncologista clínica registada na OM (nº 44172). CHUA Algarve · EORTC · EHNS · Cancro da cabeça e pescoço, pulmão · Segunda opinião oncológica. Consulta no mesmo dia.","Agende uma videoconsulta com Dra. Ana Varges Gomes — oncologista clínica registada na OM (nº 44172). CHUA Algarve · EORTC · EHNS · Cancro da cabeça e pescoço, pulmão · Segunda opinião oncológica.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dra Ana Varges Gomes","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dra-nadia-cavaco","doctor profile","dra. nádia cavaco","dra. nádia cavaco Portugal | perfil dra. nádia cavaco","Dra. Nádia Cavaco — Médica de Clínica Geral | OM 73521","Dra. Nádia Cavaco — Médica de Clínica Geral | OM 73521","Agende uma videoconsulta com Dra. Nádia Cavaco — médica de clínica geral registada na OM (nº 73521). Atenção primária · Telemedicina · Medicina Interna, Pediatria, Psiquiatria e Saúde Pública · Consulta no mesmo dia.","Agende uma videoconsulta com Dra. Nádia Cavaco — médica de clínica geral registada na OM (nº 73521). Atenção primária · Telemedicina · Medicina Interna, Pediatria, Psiquiatria e Saúde Pública ·","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dra. Nádia Cavaco","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/faq","static page","perguntas frequentes consultas online","dúvidas sobre consulta online | apoio a consultas online","Perguntas frequentes — Portugal · Global Health","Perguntas frequentes sobre consultas online | Portugal","Portugal — Reservas, pagamentos, consultas, privacidade e quando os cuidados online não são a opção certa. Não encontrou o que precisa? Fale connosco.","Respostas sobre marcações, pagamentos, videochamadas, privacidade e situações em que uma consulta online pode não ser adequada.","yes","not applicable","no","yes","yes","no","live verified 2026-09-01; Google recrawl pending","Production readback at deployment b0cebff87d49540ce3205c41adf45f65bf2dfa45 matched the optimized title, meta description, H1 and visible lede. Existing FAQ questions and answers remained unchanged. URL Inspection passed, but Google's 2026-08-15 crawl predates the deployed copy.","Perguntas frequentes sobre consultas online","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | FAQPage | ImageObject | ListItem | MedicalOrganization | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/gp-consultation-online","static page","clínico geral online Portugal","consulta de clínica geral online | médico de clínica geral online","General Consultation in Portugal | Global Health","Clínico Geral Online em Portugal | Global Health","Online general consultation with a licensed doctor in Portugal. Same-day bookings available.","Consulte um médico online em Portugal por videochamada. Veja os serviços de clínica geral e escolha um horário disponível no calendário do médico.","no","not applicable","not applicable","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Consulta Médica Online em Portugal","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | Offer | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/health/diabetes","health guide","diabetes Portugal","sintomas da diabetes | controlo da diabetes","Diabetes Portugal | Médico Online · Global Health","Diabetes Portugal | Médico Online · Global Health","Acompanhamento contínuo da diabetes com médico registado na Ordem dos Médicos, por videochamada segura — revisão de controlo, medicação, e apoio nutricional.","Acompanhamento contínuo da diabetes com médico registado na Ordem dos Médicos, por videochamada segura — revisão de controlo, medicação, e apoio nutricional.","no","not applicable","no","yes","no","yes","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Diabetes — Acompanhamento Médico Online em Portugal","200","yes","yes","yes","yes","yes","Article | BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | MedicalWebPage | Organization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/health/enxaqueca","health guide","enxaqueca Portugal","sintomas de enxaqueca | tratamento da enxaqueca","Enxaqueca Portugal | Avaliação Médica Online · Global Health","Enxaqueca Portugal | Avaliação Médica Online · Global Health","Avaliação de enxaqueca e cefaleias com médico registado na Ordem dos Médicos, por videochamada — planos de tratamento e referenciação para neurologia quando necessário.","Avaliação de enxaqueca e cefaleias com médico registado na Ordem dos Médicos, por videochamada — planos de tratamento e referenciação para neurologia quando necessário.","no","not applicable","no","yes","no","yes","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Enxaqueca — Avaliação e Acompanhamento em Portugal","200","yes","yes","yes","yes","yes","Article | BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | MedicalWebPage | Organization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/health/hipertensao","health guide","hipertensão Portugal","tensão arterial elevada | controlo da hipertensão","Hipertensão Portugal | Médico Online · Global Health","Hipertensão Portugal | Médico Online · Global Health","Controlo da tensão arterial alta com médico registado na Ordem dos Médicos, por videochamada segura — revisão, medicação, e avaliação de risco cardiovascular.","Controlo da tensão arterial alta com médico registado na Ordem dos Médicos, por videochamada segura — revisão, medicação, e avaliação de risco cardiovascular.","no","not applicable","no","yes","no","yes","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Hipertensão (Tensão Arterial Alta) — Acompanhamento Online em Portugal","200","yes","yes","yes","yes","yes","Article | BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | MedicalWebPage | Organization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/health/infecoes-respiratorias","health guide","infeção respiratória Portugal","sintomas respiratórios | quando procurar avaliação médica","Infeção Respiratória Portugal | Médico no Mesmo Dia","Infeções Respiratórias em Portugal | Avaliação Médica","Tosse persistente, infeções respiratórias, e sintomas respiratórios avaliados por médico registado na Ordem dos Médicos — consultas por vídeo no mesmo dia.","Informação sobre tosse, infeções e outros sintomas respiratórios, incluindo quando procurar avaliação médica.","no","not applicable","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Infeções Respiratórias — Médico Online em Portugal","200","yes","yes","yes","yes","yes","Article | BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | MedicalWebPage | Organization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/legal","legal page","informação legal Global Health Portugal","documentos legais Global Health | informação jurídica Global Health","Informação legal. · Portugal · Global Health","Informação legal. · Portugal · Global Health","Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Informação legal.","200","yes","yes","yes","yes","yes","BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/legal/complaints-procedure","legal page","procedimento de reclamações Global Health Portugal","reclamações Global Health | como apresentar reclamação","Procedimento de Reclamações · Portugal · Global Health","Procedimento de Reclamações · Portugal · Global Health","Procedimento de Reclamações. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","Procedimento de Reclamações. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Procedimento de Reclamações","200","yes","yes","yes","yes","yes","ContactPoint | Country | ImageObject | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/legal/medical-disclaimer","legal page","aviso médico Global Health Portugal","informação médica geral | limitações da consulta online","Disclaimer Médico · Portugal · Global Health","Disclaimer Médico · Portugal · Global Health","Disclaimer Médico. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","Disclaimer Médico. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Disclaimer Médico","200","yes","yes","yes","yes","yes","ContactPoint | Country | ImageObject | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/legal/privacy-policy","legal page","política de privacidade Global Health Portugal","proteção de dados Global Health | privacidade de dados de saúde","Política de Privacidade · Portugal · Global Health","Política de Privacidade · Portugal · Global Health","Política de Privacidade. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","Política de Privacidade. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Política de Privacidade","200","yes","yes","yes","yes","yes","ContactPoint | Country | ImageObject | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/legal/refund-policy","legal page","política de reembolso Global Health Portugal","reembolsos Global Health | condições de reembolso","Política de Reembolso · Portugal · Global Health","Política de Reembolso · Portugal · Global Health","Política de Reembolso. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","Política de Reembolso. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Política de Reembolso","200","yes","yes","yes","yes","yes","ContactPoint | Country | ImageObject | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/legal/terms-of-service","legal page","termos e condições Global Health Portugal","condições de utilização Global Health | termos do serviço","Termos e Condições · Portugal · Global Health","Termos e Condições · Portugal · Global Health","Termos e Condições. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","Termos e Condições. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Portugal.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Termos e Condições","200","yes","yes","yes","yes","yes","ContactPoint | Country | ImageObject | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/press","static page","Global Health Portugal imprensa","Global Health notícias | contactos de imprensa Global Health","Imprensa e Media — Global Health Portugal","Imprensa e Media — Global Health Portugal","Informação para a imprensa sobre a Global Health em Portugal: quem opera o serviço, como é regulado, os mercados que servimos e como contactar a nossa área de imprensa.","Informação para a imprensa sobre a Global Health em Portugal: quem opera o serviço, como é regulado, os mercados que servimos e como contactar a nossa área de imprensa.","no","not applicable","not applicable","yes","yes","no","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Imprensa e media","200","yes","yes","yes","yes","yes","BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | Organization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/pricing","static page","planos Global Health Portugal","preços das consultas online | custos Global Health Portugal","Escolha o seu plano mensal · Portugal · Global Health","Planos mensais ainda indisponíveis | Global Health Portugal","Cuidados mensais de medicina geral online com créditos de consulta, poupança em especialistas e recompensas de bem-estar, com preços para Portugal.","Os planos mensais ainda não estão disponíveis em Portugal. Consulte os serviços online e os preços apresentados antes de marcar.","yes","not applicable","not applicable","yes","yes","no","targeted SEO fields live verified; cleanup verified in Railway Development; production promotion pending","Production readback at deployment b0cebff87d49540ce3205c41adf45f65bf2dfa45 matched the optimized title, meta description, H1 and visible lede. That production deployment still showed subscription-only CTA, heading and onboarding copy with an empty catalogue. Railway Development commit 48832d9cf493ba7a9006cde322fbe5f317af6b54 removed those elements and prevented upstream catalogue failures from becoming 404s after the feature gate passed; production promotion remains pending. Google's 2026-07-19 crawl predates the deployed copy.","Planos mensais ainda não disponíveis em Portugal","200","yes","yes","yes","yes","yes","BreadcrumbList | ContactPoint | Country | ImageObject | ListItem | MedicalOrganization | PostalAddress | PropertyValue | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/see-a-specialist","static page","consulta de especialidade online","médico especialista online | especialidades médicas online","Specialist Consultation in Portugal | Global Health","Consultas de Especialidade Online em Portugal","Online specialist consultation in Portugal. Cardiology, dermatology, nutrition, and more.","Consulte as especialidades médicas disponíveis online em Portugal e escolha um horário no calendário do profissional.","no","not applicable","not applicable","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Specialist consultation","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | FAQPage | ImageObject | ListItem | MedicalOrganization | PostalAddress | PropertyValue | Question | ReserveAction | Service | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","service page","baixa médica online","pedir baixa médica online | pedir baixa online | pedir baixa médica 3 dias | interromper baixa médica online","Justificação Médica Online Portugal | Atestado para o Trabalho","Baixa Médica Online: Consulta e Avaliação | Portugal","Avaliação médica online e emissão de justificação de falta ao trabalho por doença. Médico registado na Ordem dos Médicos, documento aceite por entidades patronais. Marque já. Aceitamos também Medicare para este serviço.","Avaliação médica online de falta ao trabalho, com médico registado na Ordem dos Médicos. Qualquer documento depende da decisão clínica.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Justificação Médica de Falta ao Trabalho","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","service page","atestado médico para carta de condução","atestado médico online para carta de condução | atestado médico carta de condução | atestado médico IMT | preço atestado médico para carta de condução","Atestado Médico para Carta de Condução Online Portugal","RETER TÍTULO ATUAL — sem alteração aprovada","Avaliação médica online para atestado de aptidão para condução, Grupo 1 e Grupo 2. Médico registado na Ordem dos Médicos, documento aceite pelo IMT. Marque já. Aceitamos também Medicare para este serviço.","RETER DESCRIÇÃO ATUAL — a alegação de aceitação pelo IMT e o âmbito Grupo 1/2 permanecem em produção, mas exigem verificação oficial; não foi aprovada nova redação.","no","not applicable","no","yes","yes","yes","clinically reviewed; unchanged","Dr Tiago Miguel Figueira approved the retain-current disposition at 2026-09-01T18:30:00+02:00. No metadata or page field was changed; the current canonical, hreflang, indexability and structured data remain valid.","Atestado Médico para Carta de Condução","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos","service page","atestado médico online","certificados médicos online | preciso de um atestado médico urgente | atestado online | conseguir atestado médico online","Atestados Médicos Online Portugal | Caça, Náutica, Desporto","Atestado Médico Online: Avaliação Clínica | Portugal","Atestados médicos online para caça, náutica de recreio, desporto federado, concursos públicos e mais. Médico registado na Ordem dos Médicos. Marque já a sua consulta. Aceitamos também Medicare para este serviço.","Avaliação online para atestados de caça, náutica, desporto federado e concursos públicos. A emissão depende do documento e da avaliação clínica.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Atestados Médicos","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia","service page","cardiologista online","consulta cardiologia online | consulta cardio online | consulta cardiologista | valores da tensão arterial","Consulta de Cardiologia Online Portugal | Cardiologista","Cardiologista Online | Consulta de Cardiologia","Consulta com cardiologista registado na Ordem dos Médicos. Avaliação de risco cardiovascular, gestão de doença cardíaca, e segundas opiniões, por videochamada segura.","Consulta com cardiologista registado na Ordem dos Médicos para risco cardiovascular, doença cardíaca ou segunda opinião, por videochamada segura.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Consulta de Cardiologia","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia","service page","oncologista online","consulta oncologia online | consulta de oncologia | médico oncologista | segunda opinião oncológica","Segunda Opinião em Oncologia Online Portugal | Oncologista","Oncologista Online | Segunda Opinião em Oncologia","Segunda opinião independente sobre diagnóstico ou plano de tratamento oncológico, com oncologista médico registado na Ordem dos Médicos. Apoio também em cuidados paliativos. Marque já.","Segunda opinião sobre diagnóstico ou tratamento oncológico, com oncologista registado na Ordem dos Médicos. Inclui apoio em cuidados paliativos.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Consulta de Oncologia","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-pediatria","service page","pediatra online","consulta de pediatria online | médico pediatra por videochamada","Consulta de Pediatria Especialista Portugal | Pediatra Online","Consulta de Pediatria Especialista Portugal | Pediatra Online","Consulta com pediatra registado no Colégio de Pediatria da Ordem dos Médicos. Avaliação especializada para condições complexas, crónicas, e de desenvolvimento, por videochamada.","Consulta com pediatra registado no Colégio de Pediatria da Ordem dos Médicos. Avaliação especializada para condições complexas, crónicas, e de desenvolvimento, por videochamada.","no","not applicable","no","yes","no","yes","reviewed; unchanged","Current copy remains relevant; the measured status, canonical, pt-PT hreflang/locale, robots, structured data and CTA checks passed on 2026-09-01.","Consulta de Pediatria","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia","service page","psicólogo online","consulta de psicologia online | consulta de psicologia por videochamada | tratamento psicológico | consulta de psicologia preço","Consulta de Psicologia Online Portugal | Psicóloga OPP","Psicóloga Online | Consulta de Psicologia","Consulta com psicóloga registada na Ordem dos Psicólogos Portugueses. Avaliação psicológica e terapia baseada em evidência, por videochamada segura. Marque já. Aceitamos também Medicare para este serviço.","Consulta por videochamada com psicóloga registada na OPP, para avaliação psicológica e terapia baseada em evidência.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Consulta de Psicologia","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria","service page","psiquiatra online","consulta de psiquiatria online | consulta online psiquiatria | consulta psiquiatra | preço consulta psiquiatra","Consulta de Psiquiatria Online Portugal | Psiquiatra","Psiquiatra Online | Consulta de Psiquiatria","Consulta com psiquiatra registado na Ordem dos Médicos. Avaliação psiquiátrica especializada, revisão de diagnóstico, e gestão de saúde mental, por videochamada segura. Aceitamos também Medicare para este serviço.","Consulta por videochamada com psiquiatra registado na Ordem dos Médicos, para avaliação, revisão diagnóstica e gestão de saúde mental.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Consulta de Psiquiatria","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-referenciacao","service page","referenciação médica online","referenciação médica | consulta de referenciação | análise clínica | exame médico | referenciação hospitalar","Referenciação Médica e Exames Online Portugal | Análises","Referenciação Médica Online e Exames | Portugal","Referenciação para especialista, análises ao sangue e exames de imagiologia. Os nossos médicos, registados na Ordem dos Médicos, avaliam e coordenam, por videochamada. Marque já. Aceitamos também Medicare para este serviço.","Avaliação médica por videochamada para eventual referenciação, análises ou imagiologia, com médicos registados na Ordem.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Referenciação Médica e Exames Complementares","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Offer | Organization | Person | PostalAddress | PropertyValue | QuantitativeValue | Question | ReserveAction | Service | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","service page","consulta online de dermatologia","consulta dermatologia online | consulta de dermatologia online | dermatologista online | consulta de pele online | problemas de pele","Consulta de Pele Online Portugal | Dermatologia Clínica Geral","Consulta de Dermatologia Online | Avaliação Clínica","Avaliação para erupção cutânea, eczema, acne ou outras questões de pele. Os nossos médicos, registados na Ordem dos Médicos, avaliam por videochamada segura. Marque já a sua consulta. Aceitamos também Medicare para este serviço.","Avaliação por videochamada de erupção cutânea, eczema, acne e outros problemas de pele, com médicos registados na Ordem.","no","not applicable","no","yes","yes","yes","live verified 2026-09-02","Approved title and meta description applied one record at a time and independently verified. H1, visible clinical copy, FAQs, links, prices, booking and availability data were retained.","Consulta de Pele","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | MedicalProcedure | MedicalWebPage | Organization | Person | PostalAddress | PropertyValue | Question | ReserveAction | WebSite","yes","2026-09-02"
