"URL","page type","locale","primary keyword","keyword evidence","secondary keywords","original title","optimized title","original meta description","optimized meta description","live H1","proposed H1","description optimized","bio optimized","FAQs optimized","deslop completed","factual verification completed","clinical review required","implementation status","reason for anything left unchanged","HTTP status","canonical","hreflang entries","indexable","structured data types","native FAQ count","embedded FAQ count","consultation languages","bookability","live reviewed at","source fingerprint","implementation payload sha256"
"https://www.myglobalhealth.online/romania/de/book","book","de","not applicable","editorial topic only; no demand claim","","Buchen Sie Ihre Beratung — Rumänien · Global Health","Buchen Sie Ihre Beratung — Rumänien · Global Health","Rumänien Arztpraxis. Wählen Sie einen Service, Arzt, Zeit und Patientendaten.","Rumänien Arztpraxis. Wählen Sie einen Service, Arzt, Zeit und Patientendaten.","","","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; hydrated booking heading and initial service choices browser verified","No missing-H1 defect reproduced in any of six locales. Initial step only; no appointment or payment submitted.","200","https://www.myglobalhealth.online/romania/de/book","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:21 am","2a013bee16c9f618d081bcdc5ea487a018c4ec7b7478a0b7166ef0ea05c55cdc",""
"https://www.myglobalhealth.online/romania/de/careers","careers","de","Karriere bei Global Health","editorial topic only; no demand claim","","Karriere bei Global Health Rumänien","Karriere bei Global Health Rumänien","Werden Sie Teil von Global Health in Rumänien. Wir arbeiten mit zugelassenen Ärzten, klinischem Support und Technologieteams in ganz Europa und Brasilien zusammen. Erfahren Sie, wie Sie sich bewerben können.","Werden Sie Teil von Global Health in Rumänien. Wir arbeiten mit zugelassenen Ärzten, klinischem Support und Technologieteams in ganz Europa und Brasilien zusammen. Erfahren Sie, wie Sie sich bewerben können.","Karriere bei Global Health","Karriere bei Global Health","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/careers","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:21 am","2c3395b7a202ec6a95648e42d745dde546bf850a8a432053107342784e61937f",""
"https://www.myglobalhealth.online/romania/de/contact","contact","de","Kontakt zu Global Health Rumänien","editorial topic only; no demand claim","","Kontakt Global Health Rumänien | Online-Arzt · Global Health","Kontakt Global Health Rumänien | Online-Arzt · Global Health","Kontaktieren Sie Global Health Rumänien: +353 89 471 5849, info@myglobalhealth.online. Online-Videosprechstunden mit bei Colegiul Medicilor din România registrierten Ärzten.","Kontaktieren Sie Global Health Rumänien: +353 89 471 5849, info@myglobalhealth.online. Online-Videosprechstunden mit bei Colegiul Medicilor din România registrierten Ärzten.","Kontakt zu Global Health Rumänien","Kontakt zu Global Health Rumänien","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; owner editorial approval recorded","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","200","https://www.myglobalhealth.online/romania/de/contact","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Organization | FAQPage | Question | Answer | BreadcrumbList | ListItem","5","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:21 am","46eae985f4b3f01d9f61c281227ea2db74f698bb67c4981737268b926ec118df",""
"https://www.myglobalhealth.online/romania/de/doctors","doctors","de","Ärzte, die wirklich abheben.","editorial topic only; no demand claim","","Zugelassene Ärzte CMR | Online-Konsultationen in Rumänien","Zugelassene Ärzte CMR | Online-Konsultationen in Rumänien","Durchsuchen Sie 3 Ärzte und Spezialisten, die online in Rumänien verfügbar sind und bei CMR registriert sind. Sehen Sie sich Profile, Fachgebiete und Sprachen an. Buchen Sie am selben Tag.","Durchsuchen Sie 3 Ärzte und Spezialisten, die online in Rumänien verfügbar sind und bei CMR registriert sind. Sehen Sie sich Profile, Fachgebiete und Sprachen an. Buchen Sie am selben Tag.","Ärzte, die wirklich abheben.","Ärzte, die wirklich abheben.","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/doctors","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | ItemList | Person | EducationalOccupationalCredential | Organization | FAQPage | Question | Answer","5","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:21 am","18425bb57fc7ac3921e05a28cd522e526222c2349ec8ca07cc4f136899ea77ca",""
"https://www.myglobalhealth.online/romania/de/doctors/dr-alexandra-palaga","doctor","de","Dr Alexandra Palaga","see keyword master","","Dr. Alexandra Paga - Kinderärztin | Global Health","Dr. Alexandra Palaga - Kinderärztin | Global Health","Dr. Alexandra Palaga, Fachärztin für Pädiatrie, Expertin für Gastroenterologie und Zöliakie. Online-Beratungen für Kinder.","Dr. Alexandra Palaga, Fachärztin für Pädiatrie, Expertin für Gastroenterologie und Zöliakie. Online-Beratungen für Kinder.","Dr Alexandra Palaga","Dr Alexandra Palaga","no","no","approved targeted corrections applied","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/doctors/dr-alexandra-palaga","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Person | EducationalOccupationalCredential | Organization | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","0","Romanian | English","BOOKABLE","13/09/2026 12:38:21 am","7ca35c4f49b3f011fa11012cf03dcbaa08a54e3e99572ad397fb31a68fdae8e7","8f416a774261540ab8d3cf277dd1f5cb8a9e4cdd4a57321e72a1d5bdb0cf08d2"
"https://www.myglobalhealth.online/romania/de/doctors/dr-andreea-lorena-bica","doctor","de","Dr Andreea Lorena Bica","see keyword master","","Dr. Andreea Lorena Bica - Neurologin | Global Health","Dr. Andreea Lorena Bica - Neurologin | Global Health","Dr. Andreea-Lorena Bica, Fachärztin für Neurologie mit Erfahrung in Schlaganfall, Epilepsie und neurodegenerativen Erkrankungen. Vereinbaren Sie einen Online-Termin.","Dr. Andreea-Lorena Bica, Fachärztin für Neurologie mit Erfahrung in Schlaganfall, Epilepsie und neurodegenerativen Erkrankungen. Vereinbaren Sie einen Online-Termin.","Dr Andreea Lorena Bica","Dr Andreea Lorena Bica","no","no","approved targeted corrections applied","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/doctors/dr-andreea-lorena-bica","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Person | EducationalOccupationalCredential | Organization | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","0","Romanian | English","BOOKABLE","13/09/2026 12:38:21 am","501aeedb978450602c89714ebdb99bfadd76cba86608196338a5a128b12742d5","2e365ed9f905c5f409129cac636e1fec46f18ae6d7ae5472b5cb643ba0680f1d"
"https://www.myglobalhealth.online/romania/de/doctors/dr-robert-gabriel-brindus","doctor","de","Dr Robert Gabriel Brindus","see keyword master","","Dr Robert Gabriel Brindus - Anästhesist | Global Health","Dr Robert Gabriel Brindus - Anästhesist | Global Health","Dr. Robert Brînduș, Facharzt für Anästhesie und Intensivtherapie, Erfahrung in Rumänien und Irland. Online-Beratungen in der Schmerzmedizin und perioperativen Medizin.","Dr. Robert Brînduș, Facharzt für Anästhesie und Intensivtherapie, Erfahrung in Rumänien und Irland. Online-Beratungen in der Schmerzmedizin und perioperativen Medizin.","Dr Robert Gabriel Brindus","Dr Robert Gabriel Brindus","no","no","approved targeted corrections applied","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/doctors/dr-robert-gabriel-brindus","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Person | EducationalOccupationalCredential | Organization | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","0","Romanian | English","BOOKABLE","13/09/2026 12:38:21 am","fa77ee8f0336ad327a93f74f0626e5bf990fa86dd70090a572d746bd665b3b62","d4f8a7a908a223a16aecf20747978b43fe8c51349212425bc3b6675771574665"
"https://www.myglobalhealth.online/romania/de/gp-consultation-online","gp-consultation-online","de","Online-Hausarztkonsultation in Rumänien","editorial topic only; no demand claim","","Online-Hausarztkonsultation in Rumänien | Global Health","Online-Hausarztkonsultation in Rumänien | Global Health","Online-Hausarztkonsultationen mit Ärzten, die bei Colegiul Medicilor din România registriert sind.","Online-Hausarztkonsultationen mit Ärzten, die bei Colegiul Medicilor din România registriert sind.","Online-Hausarztkonsultation in Rumänien","Online-Hausarztkonsultation in Rumänien","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/gp-consultation-online","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | MedicalProcedure | ReserveAction | Service | Offer | QuantitativeValue | FAQPage | Question | Answer","6","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:21 am","c82d2c20483b6e31e50029171c3fe35b473b3ac77957ceafb0e18bbe6b792922",""
"https://www.myglobalhealth.online/romania/de/lab-tests","lab-tests","de","Laborergebnisse, geprüft von unseren Ärzten.","editorial topic only; no demand claim","","Gesundheitstests mit produktspezifischen Angaben · Romania","Gesundheitstests mit produktspezifischen Angaben · Romania","Diese Seite zeigt die derzeit in Romania verfügbaren Gesundheitstests. Jeder Test hat eigene Angaben zu Preis, Bestand, Probe und erwarteter Ergebnisdauer, sofern hinterlegt.","Diese Seite zeigt die derzeit in Romania verfügbaren Gesundheitstests. Jeder Test hat eigene Angaben zu Preis, Bestand, Probe und erwarteter Ergebnisdauer, sofern hinterlegt.","Laborergebnisse, geprüft von unseren Ärzten.","Laborergebnisse, geprüft von unseren Ärzten.","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; owner editorial approval recorded","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","200","https://www.myglobalhealth.online/romania/de/lab-tests","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","422e50775f596a72680dbfbb880facc7a380baae4f76a86fe853738491ea3382",""
"https://www.myglobalhealth.online/romania/de/legal","legal","de","Rechtliche Informationen.","editorial topic only; no demand claim","","Rechtliche Informationen. · Rumänien · Global Health","Rechtliche Informationen. · Rumänien · Global Health","Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Rechtliche Informationen.","Rechtliche Informationen.","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; owner editorial approval recorded","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","200","https://www.myglobalhealth.online/romania/de/legal","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","c8bc58f058ed54ebb58a876468c9891e5ce6a94ae6378b16e4aa8afd69885970",""
"https://www.myglobalhealth.online/romania/de/legal/complaints-procedure","legal","de","Beschwerdeverfahren","editorial topic only; no demand claim","","Beschwerdeverfahren · Rumänien · Global Health","Beschwerdeverfahren · Rumänien · Global Health","Beschwerdeverfahren. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Beschwerdeverfahren. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Beschwerdeverfahren","Beschwerdeverfahren","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/legal/complaints-procedure","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","ba44b7e4cc9832877eeab94d217f9f513a5fe2aa6eec257c2aee575749107481",""
"https://www.myglobalhealth.online/romania/de/legal/privacy-policy","legal","de","Datenschutzerklärung","editorial topic only; no demand claim","","Datenschutzerklärung · Rumänien · Global Health","Datenschutzerklärung · Rumänien · Global Health","Datenschutzerklärung. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Datenschutzerklärung. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Datenschutzerklärung","Datenschutzerklärung","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/legal/privacy-policy","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","7dea26ce78f65a56b3189d95c0cc4e25ba0bcf6f2ba9544da211a32deedd5e32",""
"https://www.myglobalhealth.online/romania/de/legal/refund-policy","legal","de","Erstattungsrichtlinie","editorial topic only; no demand claim","","Erstattungsrichtlinie · Rumänien · Global Health","Erstattungsrichtlinie · Rumänien · Global Health","Erstattungsrichtlinie. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Erstattungsrichtlinie. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Erstattungsrichtlinie","Erstattungsrichtlinie","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/legal/refund-policy","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","39a2ce6e5bfd3e4bbef910d0f6599605e940ba69011b30c704e4728299e9dbfe",""
"https://www.myglobalhealth.online/romania/de/legal/terms-of-service","legal","de","Allgemeine Geschäftsbedingungen","editorial topic only; no demand claim","","Allgemeine Geschäftsbedingungen · Rumänien · Global Health","Allgemeine Geschäftsbedingungen · Rumänien · Global Health","Allgemeine Geschäftsbedingungen. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Allgemeine Geschäftsbedingungen. Rechtliche Dokumente, Handelsregistereintrag und regulatorische Angaben für Global Health in Rumänien.","Allgemeine Geschäftsbedingungen","Allgemeine Geschäftsbedingungen","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/legal/terms-of-service","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","328cf6e4ab4f3eeaae23d42e3a0c37cfc54ad4cf379d9ed564953e0389894178",""
"https://www.myglobalhealth.online/romania/de/press","press","de","Presse & Medien","editorial topic only; no demand claim","","Presse & Medien — Global Health Rumänien","Presse & Medien | Global Health Rumänien","Presseinformationen zu Global Health in Rumänien: Wer den Dienst betreibt, wie er reguliert ist, welche Märkte wir bedienen und wie Sie unsere Pressekontakte erreichen.","Presseinformationen zu Global Health in Rumänien: Wer den Dienst betreibt, wie er reguliert ist, welche Märkte wir bedienen und wie Sie unsere Pressekontakte erreichen.","Presse & Medien","Presse & Medien","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/press","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Organization | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","2e37e2f65499524120fc0b903d2d9ef8813f8993c77a16897e3a438ca0650cbb",""
"https://www.myglobalhealth.online/romania/de/pricing","pricing","de","Versorgung, die sich erneuert mit Ihnen","editorial topic only; no demand claim","","Wählen Sie Ihren Monatstarif · Rumänien · Global Health","Wählen Sie Ihren Monatstarif · Rumänien · Global Health","Monatliche hausärztliche Online-Versorgung mit Beratungsguthaben und Facharzt-Ersparnissen, abgestimmt auf Rumänien.","Monatliche hausärztliche Online-Versorgung mit Beratungsguthaben und Facharzt-Ersparnissen, abgestimmt auf Rumänien.","Versorgung, die sich erneuert mit Ihnen","Versorgung, die sich erneuert mit Ihnen","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/pricing","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | Service | Offer | UnitPriceSpecification","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","fafd914345b1fceafd8ce664dec995b00654f1a85eee650b0a925ef09df4ab4b",""
"https://www.myglobalhealth.online/romania/de/see-a-specialist","see-a-specialist","de","Lernen Sie unsere zugelassenen Spezialisten kennen.","editorial topic only; no demand claim","","Fachärztliche Versorgung passend zu einem aktiven Angebot · Romania","Fachärztliche Versorgung passend zu einem aktiven Angebot · Romania","Global Health führt die derzeit in Romania verfügbaren fachärztlichen Online-Sprechstunden auf. Die Verfügbarkeit hängt von Leistung, Fachkraft und Terminplan ab. Manche Anliegen erfordern eine Untersuchung vor Ort oder eine andere Versorgungsform.","Global Health führt die derzeit in Romania verfügbaren fachärztlichen Online-Sprechstunden auf. Die Verfügbarkeit hängt von Leistung, Fachkraft und Terminplan ab. Manche Anliegen erfordern eine Untersuchung vor Ort oder eine andere Versorgungsform.","Lernen Sie unsere zugelassenen Spezialisten kennen.","Lernen Sie unsere zugelassenen Spezialisten kennen.","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/see-a-specialist","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | FAQPage | Question | Answer | Service | ReserveAction","6","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:22 am","3cdcf803a75b6745b5bff1b43809d860ebf0d765666f3fda8f99d97f7774e9fc",""
"https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","service","de","Zweite ärztliche Meinung","see keyword master","","Zweite medizinische Meinung online | Rumänien | unabhängige Bewertung","Zweite ärztliche Meinung | Rumänien · Global Health","Eine zweite medizinische Meinung für die Diagnose, den Behandlungsplan oder eine wichtige medizinische Empfehlung. Unsere von der CMR autorisierten Ärzte bieten per Videokonsultation eine klare, strukturierte und unabhängige zweite Meinung an.","Zweite ärztliche Meinung. Beratung auf Rumänisch und Englisch. Prüfen Sie Arzt und verfügbare Termine vor der Buchung.","Zweite ärztliche Meinung","Zweite ärztliche Meinung","draft","no","four approved native FAQs applied per locale","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | MedicalWebPage | Person | EducationalOccupationalCredential | Organization | MedicalProcedure | ReserveAction | Service | Offer | QuantitativeValue","4","0","Romanian | English","BOOKABLE","13/09/2026 12:38:23 am","6b197023faed9fde241fdeaa88c572573b8914f9d56884a99771f703b8d8579f","75f92b8df893ce6483207e58330419c14c35a18bb5ece0737ced17085f9abd93"
"https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","service","de","Beratung bei chronischen Erkrankungen","see keyword master","","Online-Management chronischer Krankheiten | Rumänien | medic CMR","Beratung bei chronischen Erkrankungen | Rumänien","Management für Bluthochdruck, Diabetes, Schilddrüsenerkrankungen oder andere langfristige Erkrankungen. Unsere beim CMR zugelassenen Ärzte bieten eine kontinuierliche medizinische Überwachung, Anpassung des Behandlungsplans und Koordination der Untersuchungen per Videokonsultation.","Beratung bei chronischen Erkrankungen. Beratung auf Rumänisch und Englisch. Prüfen Sie Arzt und verfügbare Termine vor der Buchung.","Beratung bei chronischen Erkrankungen","Beratung bei chronischen Erkrankungen","draft","no","four approved native FAQs applied per locale","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | MedicalWebPage | Person | EducationalOccupationalCredential | Organization | MedicalProcedure | ReserveAction | Service | Offer | QuantitativeValue","4","0","Romanian | English","BOOKABLE","13/09/2026 12:38:23 am","e0dbda7819fdb64d97f8d17b82cc71a39ae8880d492f4c042863a7692489c6ed","d9f15a0fd9bd663d711a583068f90370d65c9c00c0a0292a5cae0693f6803666"
"https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","service","de","Beratung bei Haarausfall","see keyword master","","Online-Beratung bei Haarausfall | Rumänien · Global Health","Beratung bei Haarausfall | Rumänien · Global Health","Bewertung bei Ausdünnung oder starkem Haarausfall. Unsere autorisierten CMR-Ärzte bewerten mögliche Ursachen, empfehlen die notwendigen Untersuchungen und erstellen einen auf klinischen Daten basierenden Managementplan.","Beratung bei Haarausfall. Beratung auf Rumänisch und Englisch. Prüfen Sie Arzt und verfügbare Termine vor der Buchung.","Beratung bei Haarausfall","Beratung bei Haarausfall","draft","no","four approved native FAQs applied per locale","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | MedicalWebPage | Person | EducationalOccupationalCredential | Organization | MedicalProcedure | ReserveAction | Service | Offer | QuantitativeValue","4","0","Romanian | English","BOOKABLE","13/09/2026 12:38:23 am","3a15a9c451e4badae8294a7b517b5f695156145b4154ced6bbac8ceece4f59d3","82212ca0ae3ef546b2fc82131ba5ce4fe83098adf5a31b3fdf0804527c1d5fd8"
"https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","service","de","Erste Einschätzung von Hautproblemen","see keyword master","","Online-Beratung bei Hautproblemen | Rumänien · Global Health","Erste Einschätzung von Hautproblemen | Rumänien","Bewertung bei Hautausschlägen, Ekzem, Akne, Juckreiz oder anderen Hautproblemen. Unsere zugelassenen CMR-Ärzte beurteilen die Symptome per Videosprechstunde und empfehlen Ihnen die passende Behandlung oder die nächsten Schritte.","Erste Einschätzung von Hautproblemen. Beratung auf Rumänisch und Englisch. Prüfen Sie Arzt und verfügbare Termine vor der Buchung.","Erste Einschätzung von Hautproblemen","Erste Einschätzung von Hautproblemen","draft","no","four approved native FAQs applied per locale","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | MedicalWebPage | Person | EducationalOccupationalCredential | Organization | MedicalProcedure | ReserveAction | Service | Offer | QuantitativeValue","4","0","Romanian | English","BOOKABLE","13/09/2026 12:38:23 am","89c260f6d8cd7d50b0eadff664564e8ff94ef659821cb43d156c2d3b2d5df2ab","22aa1acb222e20af428c30267a491dc02d32deecad65c9dbf8d2df2183ea3f18"
