"url","locale","page_type","faq_gap","embedded_questions","action","reason","priority","draft"
"https://www.myglobalhealth.online/romania/en/press","en","press","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/pricing","en","pricing","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/see-a-specialist","en","see-a-specialist","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/services/a-doua-opinie-medicala","en","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/boli-cronice-online","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/caderea-parului-online","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/consultatie-dermatologica","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/consultatie-neurologie","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/consultatie-pediatrie","en","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/controlul-greutatii","en","service","present","6","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/dureri-musculo-scheletice","en","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/evaluare-durere","en","service","present","8","hold: no approved doctor","No assigned approved doctor. Do not market or draft as bookable; operational decision needed.","HOLD",""
"https://www.myglobalhealth.online/romania/en/services/medic-online-romania","en","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/medic-pediatru-online","en","service","present","10","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/medicina-calatoriei","en","service","present","10","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/reinnoire-tratament","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/sanatate-mintala-online","en","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/sanatatea-barbatului-online","en","service","present","7","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/sanatatea-femeii-online","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/services/trimiteri-si-investigatii","en","service","present","8","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/en/tools/adhd-test","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/blood-pressure-chart","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/bmi-calculator","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/calorie-calculator","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/due-date-calculator","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/osteoporosis-risk-checker","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/ovulation-calculator","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/tools/sore-throat-checker","en","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es","es","home","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/about","es","about","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog","es","blog","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/carta-medica-rumania","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/como-bajar-tension-alta-seguridad-rumania","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/diabetes-la-enfermedad-silenciosa-4","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/enfermedades-cronicas-programas-nacionales-rumania","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/medical-review-policy","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/blog/tension-baja-por-que-aparece-que-hacer-en-el-momento-y-cuando-no-esperar-mas","es","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/book","es","book","not a service/profile gap","","retain pending targeted editorial review","Booking route has a client-rendered shell; assess indexability and user flow separately. Not a keyword landing page.","P2",""
"https://www.myglobalhealth.online/romania/es/careers","es","careers","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/contact","es","contact","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/doctors","es","doctors","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/doctors/dr-alexandra-palaga","es","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/es/doctors/dr-andreea-lorena-bica","es","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/es/doctors/dr-robert-gabriel-brindus","es","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/es/gp-consultation-online","es","gp-consultation-online","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/lab-tests","es","lab-tests","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/legal","es","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/es/legal/complaints-procedure","es","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/es/legal/privacy-policy","es","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/es/legal/refund-policy","es","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/es/legal/terms-of-service","es","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/es/press","es","press","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/pricing","es","pricing","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/see-a-specialist","es","see-a-specialist","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/services/a-doua-opinie-medicala","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/boli-cronice-online","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/caderea-parului-online","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/consultatie-dermatologica","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/consultatie-neurologie","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/consultatie-pediatrie","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/controlul-greutatii","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/dureri-musculo-scheletice","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/evaluare-durere","es","service","missing","0","hold: no approved doctor","No assigned approved doctor. Do not market or draft as bookable; operational decision needed.","HOLD",""
"https://www.myglobalhealth.online/romania/es/services/medic-online-romania","es","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/medic-pediatru-online","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/medicina-calatoriei","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/reinnoire-tratament","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/sanatate-mintala-online","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/sanatatea-barbatului-online","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/sanatatea-femeii-online","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/services/trimiteri-si-investigatii","es","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/es/tools/adhd-test","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/blood-pressure-chart","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/calorie-calculator","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/due-date-calculator","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/osteoporosis-risk-checker","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/ovulation-calculator","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/es/tools/sore-throat-checker","es","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt","pt","home","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/about","pt","about","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog","pt","blog","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/carta-medica-romenia","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/como-baixar-tensao-alta-seguranca-romenia","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/diabetes-a-doenca-silenciosa-4","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/doencas-cronicas-programas-nacionais-romenia","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/medical-review-policy","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/tensao-arterial-normal-guia-util-por-idade-sem-tabelas-falsas","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/blog/tensao-baixa-porque-acontece-o-que-fazer-na-hora-e-quando-nao-esperar-mais","pt","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/book","pt","book","not a service/profile gap","","retain pending targeted editorial review","Booking route has a client-rendered shell; assess indexability and user flow separately. Not a keyword landing page.","P2",""
"https://www.myglobalhealth.online/romania/pt/careers","pt","careers","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/contact","pt","contact","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/doctors","pt","doctors","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/doctors/dr-alexandra-palaga","pt","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/pt/doctors/dr-andreea-lorena-bica","pt","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/pt/doctors/dr-robert-gabriel-brindus","pt","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/pt/gp-consultation-online","pt","gp-consultation-online","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/lab-tests","pt","lab-tests","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal","pt","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal/complaints-procedure","pt","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal/privacy-policy","pt","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal/refund-policy","pt","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/legal/terms-of-service","pt","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/pt/press","pt","press","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/pricing","pt","pricing","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/see-a-specialist","pt","see-a-specialist","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/services/a-doua-opinie-medicala","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/boli-cronice-online","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/caderea-parului-online","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/consultatie-dermatologica","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/consultatie-neurologie","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/consultatie-pediatrie","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/controlul-greutatii","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/dureri-musculo-scheletice","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/evaluare-durere","pt","service","missing","0","hold: no approved doctor","No assigned approved doctor. Do not market or draft as bookable; operational decision needed.","HOLD",""
"https://www.myglobalhealth.online/romania/pt/services/medic-online-romania","pt","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/medic-pediatru-online","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/medicina-calatoriei","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/reinnoire-tratament","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/sanatate-mintala-online","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/sanatatea-barbatului-online","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/sanatatea-femeii-online","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/services/trimiteri-si-investigatii","pt","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/pt/tools/adhd-test","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/blood-pressure-chart","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/bmi-calculator","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/calorie-calculator","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/due-date-calculator","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/osteoporosis-risk-checker","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/ovulation-calculator","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/pt/tools/sore-throat-checker","pt","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
