"url","locale","status","final_url","title","description","h1","word_count","canonical","robots","hreflang_count","faq_native_count","source","checked_at","sha256"
"https://www.myglobalhealth.online/romania/de/pricing","de","200","https://www.myglobalhealth.online/romania/de/pricing","Wählen Sie Ihren Monatstarif · Rumänien · Global Health","Monatliche hausärztliche Online-Versorgung mit Beratungsguthaben und Facharzt-Ersparnissen, abgestimmt auf Rumänien.","Versorgung, die sich erneuert mit Ihnen","323","https://www.myglobalhealth.online/romania/de/pricing","index, follow","7","0","https://www.myglobalhealth.online/romania/de/pricing","2026-09-12T20:17:46.981Z","9fd5448683125d8146a4f123001ef41d2b31b0d5da44188845d370215eff307f"
"https://www.myglobalhealth.online/romania/de/see-a-specialist","de","200","https://www.myglobalhealth.online/romania/de/see-a-specialist","Fachärztliche Versorgung passend zu einem aktiven Angebot · Romania","Global Health führt die derzeit in Romania verfügbaren fachärztlichen Online-Sprechstunden auf. Die Verfügbarkeit hängt von Leistung, Fachkraft und Terminplan ab. Manche Anliegen erfordern eine Untersuchung vor Ort oder eine andere Versorgungsform.","Lernen Sie unsere zugelassenen Spezialisten kennen.","865","https://www.myglobalhealth.online/romania/de/see-a-specialist","index, follow","7","6","https://www.myglobalhealth.online/romania/de/see-a-specialist","2026-09-12T20:17:45.368Z","cf47e673c81058b98763b714e82a403022dff0beda97a004ba647a0f34192556"
"https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","de","200","https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","Zweite medizinische Meinung online | Rumänien | unabhängige Bewertung","Eine zweite medizinische Meinung für die Diagnose, den Behandlungsplan oder eine wichtige medizinische Empfehlung. Unsere von der CMR autorisierten Ärzte bieten per Videokonsultation eine klare, strukturierte und unabhängige zweite Meinung an.","Zweite ärztliche Meinung — unabhängige klinische Bewertung","376","https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","2026-09-12T20:17:27.896Z","e842d8bbda98b6997b8fad771ffcf2f1f9efc5cbffa71fe56d583ad6772b1d1f"
"https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","de","200","https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","Online-Management chronischer Krankheiten | Rumänien | medic CMR","Management für Bluthochdruck, Diabetes, Schilddrüsenerkrankungen oder andere langfristige Erkrankungen. Unsere beim CMR zugelassenen Ärzte bieten eine kontinuierliche medizinische Überwachung, Anpassung des Behandlungsplans und Koordination der Untersuchungen per Videokonsultation.","Management chronischer Krankheiten — kontinuierliche medizinische Betreuung online","387","https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","2026-09-12T20:17:31.377Z","97d273d89db8188a17b1659d286adf36d676c36fcb42f3ea271f15e1f563e70b"
"https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","de","200","https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","Online-Beratung bei Haarausfall | Rumänien · Global Health","Bewertung bei Ausdünnung oder starkem Haarausfall. Unsere autorisierten CMR-Ärzte bewerten mögliche Ursachen, empfehlen die notwendigen Untersuchungen und erstellen einen auf klinischen Daten basierenden Managementplan.","Beratung bei Haarausfall — online, noch am selben Tag","350","https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","2026-09-12T20:17:29.733Z","1834c7fa95b27462fb39aba1261d879c53aa76f53547468fbd32c3bac282c479"
"https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","de","200","https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","Online-Beratung bei Hautproblemen | Rumänien · Global Health","Bewertung bei Hautausschlägen, Ekzem, Akne, Juckreiz oder anderen Hautproblemen. Unsere zugelassenen CMR-Ärzte beurteilen die Symptome per Videosprechstunde und empfehlen Ihnen die passende Behandlung oder die nächsten Schritte.","Dermatologische Erstberatung — Online-Bewertung","331","https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","2026-09-12T20:17:29.241Z","d2acf3ef8460f1333dc467084448ad887168cbc811ca0e65afed8ed402630a51"
"https://www.myglobalhealth.online/romania/de/services/consultatie-neurologie","de","200","https://www.myglobalhealth.online/romania/de/services/consultatie-neurologie","Online-Neurologie-Beratung | Rumänien | CMR-Spezialist","Fachärztliche Beurteilung bei Migräne, anhaltenden Kopfschmerzen, Taubheitsgefühlen, Neuropathie oder anderen neurologischen Problemen. Unser zugelassener CMR-Spezialist bietet eine erste Beurteilung, Empfehlungen und einen Untersuchungsplan per Videoberatung.","Neurologische Beratung — fachärztliche Online-Einschätzung","336","https://www.myglobalhealth.online/romania/de/services/consultatie-neurologie","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/consultatie-neurologie","2026-09-12T20:17:34.106Z","ce0e1f42fc5e17e6de598586dee0ddabb3f44107b3dfa739b5ff0cf5647ffc64"
"https://www.myglobalhealth.online/romania/de/services/consultatie-pediatrie","de","200","https://www.myglobalhealth.online/romania/de/services/consultatie-pediatrie","Facharzt für Pädiatrie online | Rumänien | umfassende Beurteilung","Fachärztliche pädiatrische Meinung und detaillierte Bewertung bei Gesundheitsproblemen des Kindes. Unser vom CMR zugelassener Kinderarzt bietet Videoberatungen für Fälle an, die eine eingehende klinische Analyse erfordern.","Facharzt für Kinderheilkunde — umfassende pädiatrische Online-Bewertung","342","https://www.myglobalhealth.online/romania/de/services/consultatie-pediatrie","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/consultatie-pediatrie","2026-09-12T20:17:35.096Z","b781c63d64aa8a076a695c598972bc59b1a20ef0081f59f761805637b58ffb8d"
"https://www.myglobalhealth.online/romania/de/services/controlul-greutatii","de","200","https://www.myglobalhealth.online/romania/de/services/controlul-greutatii","Online-Gewichtsmanagement | Rumänien | medizinische Beurteilung","Medizinisches Gewichtsmanagement, über Ernährung und Lebensstil hinaus. Unsere von der CMR zugelassenen Ärzte bewerten die medizinischen, metabolischen und verhaltensbezogenen Faktoren, die das Gewicht beeinflussen, und erstellen einen realistischen Managementplan.","Gewichtsmanagement — medizinische Bewertung und individueller Plan","349","https://www.myglobalhealth.online/romania/de/services/controlul-greutatii","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/controlul-greutatii","2026-09-12T20:17:31.938Z","6ca43610fc948b00827f113f39703ef8183a6a6b999785b10fbeb716358e8d28"
"https://www.myglobalhealth.online/romania/de/services/dureri-musculo-scheletice","de","200","https://www.myglobalhealth.online/romania/de/services/dureri-musculo-scheletice","Online-Beratung bei muskuloskelettalen Schmerzen | Rumänien","Bewertung bei Rückenschmerzen, Gelenkschmerzen, Ischias oder Muskelverletzungen. Unsere von der CMR zugelassenen Ärzte beurteilen die Symptome, Warnzeichen und Behandlungsoptionen per Video-Sprechstunde.","Beurteilung von muskuloskelettalen Schmerzen — online, am selben Tag","345","https://www.myglobalhealth.online/romania/de/services/dureri-musculo-scheletice","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/dureri-musculo-scheletice","2026-09-12T20:17:30.310Z","11841eff957ede35121d47e837bfc277a674fb2ddbeb023361ee2a2f744288cc"
"https://www.myglobalhealth.online/romania/de/services/evaluare-durere","de","200","https://www.myglobalhealth.online/romania/de/services/evaluare-durere","Online-Spezialbewertung von Schmerzen | Rumänien","Fachärztliche Beurteilung bei chronischen oder starken Schmerzen. Unser vom CMR zugelassener Spezialist bietet eine klinische Beurteilung mit Fokus auf Schmerzkontrolle, therapeutische Optionen und die Koordination der erforderlichen Untersuchungen.","Spezialisierte Schmerzeinschätzung — Online-Beratung","297","https://www.myglobalhealth.online/romania/de/services/evaluare-durere","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/evaluare-durere","2026-09-12T20:17:34.585Z","776ece2a0fd47b313eb6a08de9f5a21760cb44d4324cfe5ef9f37541fca06c1a"
"https://www.myglobalhealth.online/romania/de/services/medic-online-romania","de","200","https://www.myglobalhealth.online/romania/de/services/medic-online-romania","Arzt online ohne Registrierung | Konsultation am selben Tag","Registrierter Arzt bei der CMR online verfügbar, ohne Warteliste und ohne beim Hausarzt registriert zu sein. Videokonsultation auf Rumänisch oder Englisch. Buchen Sie noch heute.","Online-Arzt — ohne Registrierung, ohne Wartezimmer, noch am selben Tag","1181","https://www.myglobalhealth.online/romania/de/services/medic-online-romania","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/medic-online-romania","2026-09-12T20:17:26.148Z","6cbc0ae03ad06f5bfd1e6a0497b39c6bbffeae87189374ee67bb6fcffe9c1098"
"https://www.myglobalhealth.online/romania/de/services/medic-pediatru-online","de","200","https://www.myglobalhealth.online/romania/de/services/medic-pediatru-online","Online-Kinderarztberatung | Rumänien | CMR-Arzt","Schnelle kinderärztliche Konsultationen und medizinischer Rat für Kinder. Unsere von der CMR zugelassenen Ärzte beurteilen die Symptome des Kindes per gesicherter Videokonsultation und geben Ihnen klare Empfehlungen für die nächsten Schritte.","Allgemeinmedizinische pädiatrische Konsultation — online, noch am selben Tag","346","https://www.myglobalhealth.online/romania/de/services/medic-pediatru-online","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/medic-pediatru-online","2026-09-12T20:17:27.226Z","5fc9a1b7ee248d5c5c78581c5b5606879d566c91408c430ba38f1b860e523495"
"https://www.myglobalhealth.online/romania/de/services/medicina-calatoriei","de","200","https://www.myglobalhealth.online/romania/de/services/medicina-calatoriei","Online-Reisemedizin-Beratung | Rumänien | antimalarische Prophylaxe","Medizinische Reiseberatung für Gebiete mit Malariarisiko oder Reiseziele mit besonderen Impfanforderungen. Unsere zugelassenen CMR-Ärzte bewerten die Risiken, geben personalisierte Empfehlungen und verschreiben bei klinischer Indikation eine Malariaprophylaxe.","Reisemedizinische Beratung — medizinische Bewertung vor der Abreise","367","https://www.myglobalhealth.online/romania/de/services/medicina-calatoriei","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/medicina-calatoriei","2026-09-12T20:17:28.767Z","bc4625dcb9f2978b55a3baefb041accd3f1a06e44638073b1b2d2fe1a7a86e68"
"https://www.myglobalhealth.online/romania/de/services/reinnoire-tratament","de","200","https://www.myglobalhealth.online/romania/de/services/reinnoire-tratament","Online-Behandlungsverlängerung | Rumänien | elektronisches Rezept","Erneuerung der stabilen Behandlung mit klinischer Bewertung. Unsere von der CMR autorisierten Ärzte überprüfen das aktuelle Behandlungsschema, prüfen die Sicherheit der Fortsetzung und stellen bei klinischer Eignung ein elektronisches Rezept aus.","Verlängerung der Behandlung — klinische Bewertung und Online-Verschreibung","378","https://www.myglobalhealth.online/romania/de/services/reinnoire-tratament","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/reinnoire-tratament","2026-09-12T20:17:26.753Z","64627ceccb2ef25d7dca425eea81df16308384e022a1b323c14667f6ac40d9ce"
"https://www.myglobalhealth.online/romania/de/services/sanatate-mintala-online","de","200","https://www.myglobalhealth.online/romania/de/services/sanatate-mintala-online","Online-Konsultation für psychische Gesundheit | Rumänien | vertraulich","Vertrauliche Beurteilung bei Angst, Depression, Burnout, Schlaflosigkeit oder anderen emotionalen Schwierigkeiten. Unsere zugelassenen CMR-Ärzte bieten eine vertrauliche Beurteilung, Empfehlungen und die Koordination der nächsten Schritte per Video-Konsultation.","Psychische Gesundheitsbewertung — vertrauliche Online-Konsultation","347","https://www.myglobalhealth.online/romania/de/services/sanatate-mintala-online","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/sanatate-mintala-online","2026-09-12T20:17:30.830Z","697cb86ad22d1cbc76c9776923d231b8020c9009f9d91908bc8c55019c6643c4"
"https://www.myglobalhealth.online/romania/de/services/sanatatea-barbatului-online","de","200","https://www.myglobalhealth.online/romania/de/services/sanatatea-barbatului-online","Online-Beratung für Männergesundheit | Rumänien | vertraulich","Vertrauliche Beratungen bei erektiler Dysfunktion, Testosteron, Libido, Fruchtbarkeit oder allgemeiner Gesundheit. Unsere von der CMR zugelassenen Ärzte bieten eine vertrauliche Beurteilung und klare medizinische Empfehlungen per Videoberatung an.","Männergesundheit — vertrauliche Online-Bewertung","326","https://www.myglobalhealth.online/romania/de/services/sanatatea-barbatului-online","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/sanatatea-barbatului-online","2026-09-12T20:17:32.432Z","0b35c89f8b2140a449bd6998458edcdd81b090c167312265be2887a6525ef832"
"https://www.myglobalhealth.online/romania/de/services/sanatatea-femeii-online","de","200","https://www.myglobalhealth.online/romania/de/services/sanatatea-femeii-online","Online-Frauengesundheitsberatung | Rumänien | vertraulich","Vertrauliche Beratungen zu Verhütung, prämenstruellem Syndrom, Menopause, hormoneller Gesundheit und anderen häufigen gynäkologischen Symptomen. Unsere von der CMR autorisierten Ärzte bieten eine vertrauliche Beurteilung und klare medizinische Empfehlungen per Videoberatung.","Frauengesundheit — vertrauliche Online-Bewertung","356","https://www.myglobalhealth.online/romania/de/services/sanatatea-femeii-online","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/sanatatea-femeii-online","2026-09-12T20:17:33.051Z","298f823247f9eb85a13485b94a3827ea3be879db4215fe2a653ee645a4f92c27"
"https://www.myglobalhealth.online/romania/de/services/trimiteri-si-investigatii","de","200","https://www.myglobalhealth.online/romania/de/services/trimiteri-si-investigatii","Medizinische Schreiben und Untersuchungen online | Rumänien | medic CMR","Ärztliche Schreiben, Empfehlungen für Untersuchungen und Überweisungen an Fachärzte. Unsere vom CMR autorisierten Ärzte können die Situation beurteilen und die relevante klinische Dokumentation ausstellen, wenn dies angezeigt ist.","Medizinische Briefe, Überweisungen und Untersuchungen — Online-Koordination","373","https://www.myglobalhealth.online/romania/de/services/trimiteri-si-investigatii","index, follow","7","0","https://www.myglobalhealth.online/romania/de/services/trimiteri-si-investigatii","2026-09-12T20:17:33.574Z","f4c53645e7dd50530db4750f78f981cb303e32e61760e7cae660d15caad479d8"
"https://www.myglobalhealth.online/romania/de/tools/adhd-test","de","200","https://www.myglobalhealth.online/romania/de/tools/adhd-test","ADHS Test Rumänien | Kostenloser Selbsttest für Erwachsene","Machen Sie den Sechs-Fragen-Screener für ADHS bei Erwachsenen (ASRS v1.1, Teil A) und sehen Sie, was Ihre Antworten bedeuten. Ein Screening ist keine Diagnose — die stellen nur Psychiatrie oder klinische Psychologie.","ADHS Test Rumänien","1344","https://www.myglobalhealth.online/romania/de/tools/adhd-test","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/adhd-test","2026-09-12T20:17:52.595Z","4f09233943a75e015562c2170f43f30624003b4e8a16c8ac960d8562dbac522d"
"https://www.myglobalhealth.online/romania/de/tools/blood-pressure-chart","de","200","https://www.myglobalhealth.online/romania/de/tools/blood-pressure-chart","Blutdrucktabelle Rumänien | Was Ihr Wert Bedeutet","Vergleichen Sie Ihren systolischen und diastolischen Wert mit der europäischen Blutdrucktabelle für Erwachsene. Kategorie, Bedeutung und welche Werte noch am selben Tag ärztlich abgeklärt gehören.","Blutdruck tabelle Rumänien","1241","https://www.myglobalhealth.online/romania/de/tools/blood-pressure-chart","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/blood-pressure-chart","2026-09-12T20:17:51.592Z","cf19eaa36cb4e61075db80650632725db49f9f6b700f4c195af80ab498cf8afc"
"https://www.myglobalhealth.online/romania/de/tools/bmi-calculator","de","200","https://www.myglobalhealth.online/romania/de/tools/bmi-calculator","BMI-Rechner Rumänien | BMI Kostenlos Berechnen","Berechnen Sie Ihren Body-Mass-Index in Sekunden. Metrisch oder imperial, WHO-Kategorien für Erwachsene und was Ihr Ergebnis tatsächlich bedeutet.","BMI Rechner Rumänien","1031","https://www.myglobalhealth.online/romania/de/tools/bmi-calculator","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/bmi-calculator","2026-09-12T20:17:50.486Z","4fab2e708b43542763ad6fece188ed8b7b6e9f0cf4d31709ac3a558b51850924"
"https://www.myglobalhealth.online/romania/de/tools/calorie-calculator","de","200","https://www.myglobalhealth.online/romania/de/tools/calorie-calculator","Kalorienrechner Rumänien | Täglichen Kalorienbedarf Berechnen","Berechnen Sie, wie viele Kalorien Sie täglich brauchen, um Ihr Gewicht zu halten, abzunehmen oder zuzunehmen. Mifflin-St-Jeor-Formel, fünf Aktivitätsstufen und was die Zahlen wirklich bedeuten.","Kostenloser Kalorienrechner Rumänien","1183","https://www.myglobalhealth.online/romania/de/tools/calorie-calculator","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/calorie-calculator","2026-09-12T20:17:51.022Z","013c4c0da0b8d1a80ba792284ccd7aed4aed88e677122883e820b42429b2a733"
"https://www.myglobalhealth.online/romania/de/tools/due-date-calculator","de","200","https://www.myglobalhealth.online/romania/de/tools/due-date-calculator","Geburtstermin Berechnen Rumänien | Schwangerschaftswochen","Berechnen Sie Ihren errechneten Geburtstermin und die aktuelle Schwangerschaftswoche ab dem ersten Tag der letzten Periode. Berücksichtigt Ihre Zykluslänge, mit allen 40 Wochen im Überblick.","Geburtstermin berechnen Rumänien","1151","https://www.myglobalhealth.online/romania/de/tools/due-date-calculator","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/due-date-calculator","2026-09-12T20:17:52.047Z","fbf4f537b84484c8e645cb78a183609edeebe2beb42be4d2349d07636b6bf6d4"
"https://www.myglobalhealth.online/romania/de/tools/osteoporosis-risk-checker","de","200","https://www.myglobalhealth.online/romania/de/tools/osteoporosis-risk-checker","Osteoporose-Risikocheck Rumänien | Brauche Ich Eine Knochendichtemessung?","Prüfen Sie die veröffentlichten Risikofaktoren für Osteoporose und Fragilitätsfrakturen und sehen Sie, ob Leitlinien eine Abklärung empfehlen. Kein FRAX, keine Diagnose — eine Checkliste zur Früherkennung, die Sie zu einem Arzttermin mitnehmen können.","Osteoporose- Risikocheck Rumänien","1508","https://www.myglobalhealth.online/romania/de/tools/osteoporosis-risk-checker","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/osteoporosis-risk-checker","2026-09-12T20:17:53.644Z","faa4291ebd11bb80eb6abc41ba39446f40386dabd50701b5eb04036bb638ec7f"
"https://www.myglobalhealth.online/romania/de/tools/ovulation-calculator","de","200","https://www.myglobalhealth.online/romania/de/tools/ovulation-calculator","Eisprung Berechnen Rumänien | Fruchtbare Tage Und Eisprung","Berechnen Sie Ihre fruchtbaren Tage und den voraussichtlichen Eisprung ab dem ersten Tag der letzten Periode. Berücksichtigt Ihre Zykluslänge, mit den sechs fruchtbarsten Tagen im Detail.","Eisprung berechnen Rumänien","1284","https://www.myglobalhealth.online/romania/de/tools/ovulation-calculator","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/ovulation-calculator","2026-09-12T20:17:53.217Z","4bd296a66cfee904ded953d9dcdadd0dfd1df676f9b8cf7af352f08a01124d87"
"https://www.myglobalhealth.online/romania/de/tools/sore-throat-checker","de","200","https://www.myglobalhealth.online/romania/de/tools/sore-throat-checker","Mandelentzündung-Check Rumänien | Halsschmerzen einordnen","Beantworten Sie fünf Fragen zu Ihren Halsschmerzen und sehen Sie, wie wahrscheinlich eine bakterielle Ursache ist — mit dem McIsaac-Score, den Ärztinnen und Ärzte nutzen. Inklusive der Warnzeichen, die dringend abgeklärt gehören. Keine Diagnose und kein Streptokokken-Test.","Mandelentzündung und Halsschmerzen-Check Rumänien","1596","https://www.myglobalhealth.online/romania/de/tools/sore-throat-checker","index, follow","34","6","https://www.myglobalhealth.online/romania/de/tools/sore-throat-checker","2026-09-12T20:17:54.209Z","3be67c0917ce2e89a4473404a070bfee0e595b17f96a2cf223e07ce7ffdd779b"
"https://www.myglobalhealth.online/romania/en","en","200","https://www.myglobalhealth.online/romania/en","Online Doctor Romania | Registered GPs & Specialists","See a registered doctor online today — GP consultations, medical certificates, specialist referrals. Same-day video appointments in Romania.","Online medical care in Romania","1516","https://www.myglobalhealth.online/romania/en","index, follow","7","7","https://www.myglobalhealth.online/romania/en","2026-09-12T20:17:43.244Z","4207708d3055f2ee8a9e44d4e52961413de53bc62ca4008b6e63719023287c66"
"https://www.myglobalhealth.online/romania/en/about","en","200","https://www.myglobalhealth.online/romania/en/about","About Global Health Romania | Online Doctors · Global Health","Global Health Romania: online video consultations with doctors registered with Colegiul Medicilor din România, in Romanian / English. What we offer and who we are.","About Global Health Romania","453","https://www.myglobalhealth.online/romania/en/about","index, follow","7","4","https://www.myglobalhealth.online/romania/en/about","2026-09-12T20:17:48.586Z","774bae1557e6431149872368fdabfcea30b78e476fdf136fe5a8882c62e7b6c2"
"https://www.myglobalhealth.online/romania/en/blog","en","200","https://www.myglobalhealth.online/romania/en/blog","Health Guides from Registered Doctors in Romania","Evidence-based health guides for Romania, written and reviewed by our medical team. No ads, no fluff.","Health Guides from Registered Doctors.","347","https://www.myglobalhealth.online/romania/en/blog","index, follow","7","0","https://www.myglobalhealth.online/romania/en/blog","2026-09-12T20:17:47.197Z","3f6d72a01f9cbd55b67370fb56afa45bd8a930d500faf6b189f340a517a04e82"
"https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania","en","200","https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania","Chronic disease and Romania's health programmes","Diseases covered by Romania's national health programmes: what they include, how inclusion happens and how to monitor a chronic condition between reviews.","Chronic disease and Romania's national health programmes: how it works","2021","https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania","index, follow","7","6","https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania","2026-09-12T20:17:40.323Z","084c4f26d1965f4d8f7bad95f1d893ddbcbc2da4148d364d799742ad9281cfac"
"https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5","en","200","https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5","Diabetes in Romania: Symptoms and Treatment · Global Health","More than 1.3 million Romanians live with diabetes, while many cases remain undiagnosed. Learn the causes, warning signs, treatments and future developments.","Diabetes: The Silent Disease","3818","https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5","index, follow","7","7","https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5","2026-09-12T20:17:41.024Z","196c11e66576595ad1d9c053ca5ef71df54e0e461c1f6b162d271fb7471c0872"
"https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely","en","200","https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely","Lower blood pressure quickly: safe first steps","What to do after a high reading, when to call 112 and why extra captopril, additional doses and improvised remedies may be unsafe.","How to lower blood pressure quickly: safe steps and when to call 112","1305","https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely","index, follow","7","4","https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely","2026-09-12T20:17:38.760Z","f6e56b015dc49d104472a008a3cbbaeee1540ad9195ac20c3277973f541d693c"
"https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait","en","200","https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait","Low blood pressure: causes, what to do, and when to call 112","What low blood pressure means, the common causes, the steps recommended by the European guideline when you feel dizzy, why sugar water doesn't help, and when it's an emergency.","Low blood pressure: why it happens, what to do right away, and when not to wait","1531","https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait","index, follow","7","4","https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait","2026-09-12T20:17:38.265Z","05769f461fa8f113ce117d4c4bdec41e058942244cde3f32f48cae312d8bb2e8"
"https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania","en","200","https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania","Medical letter in Romania: who issues it · Global Health","The medical letter in Romania: who issues it, what it must contain, what it is used for, how long it is valid and what to do if it is incomplete.","The medical letter in Romania: who issues it, what it contains and what it is for","2067","https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania","index, follow","7","6","https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania","2026-09-12T20:17:39.889Z","e226b225e1152e2897cc5217267308ac2726bbe2b6c004f9fc1473185dfe5b77"
"https://www.myglobalhealth.online/romania/en/blog/medical-review-policy","en","200","https://www.myglobalhealth.online/romania/en/blog/medical-review-policy","Medical Review Policy — Global Health Romania","How Global Health writes, reviews and updates the health articles published for Romania: who writes them, which registered physician signs them off, and the editorial standards we hold ourselves to.","How we write and review medical content","677","https://www.myglobalhealth.online/romania/en/blog/medical-review-policy","index, follow","7","0","https://www.myglobalhealth.online/romania/en/blog/medical-review-policy","2026-09-12T20:17:47.623Z","292903cfa39ea794b4250fa39a71ca09b1aec174bc37cae2af199f58d6856d43"
"https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables","en","200","https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables","Normal blood pressure by age · Global Health","Learn which blood pressure readings are normal in adults, what changes with age, and when repeated high readings need medical review.","Normal blood pressure: a practical guide by age, without misleading tables","1836","https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables","index, follow","7","6","https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables","2026-09-12T20:17:39.255Z","15c0251e64eca9f2805b6d9ab8b05f07706d20e887f6544c700daf20ce460475"
"https://www.myglobalhealth.online/romania/en/book","en","200","https://www.myglobalhealth.online/romania/en/book","Book your consultation — Romania · Global Health","Romania medical clinic. Choose a service, clinician, time, and patient details.","","2","https://www.myglobalhealth.online/romania/en/book","index, follow","7","0","https://www.myglobalhealth.online/romania/en/book","2026-09-12T20:17:45.891Z","6b8febcf27bce4d780bf0d64de921d8800edeca26f7d16136ec7601c0f3222b0"
"https://www.myglobalhealth.online/romania/en/careers","en","200","https://www.myglobalhealth.online/romania/en/careers","Careers at Global Health Romania","Join Global Health in Romania. We work with registered doctors, clinical support and technology teams across Europe and Brazil. See how to apply.","Careers at Global Health","92","https://www.myglobalhealth.online/romania/en/careers","index, follow","7","0","https://www.myglobalhealth.online/romania/en/careers","2026-09-12T20:17:49.081Z","5768ae2408dadcbb45013c94a07eedc5983d1ab858648f87bdc3d8bd13dfca8b"
"https://www.myglobalhealth.online/romania/en/contact","en","200","https://www.myglobalhealth.online/romania/en/contact","Contact Global Health Romania | Online Doctor","Contact Global Health Romania: info@myglobalhealth.online. Online video consultations with registered doctors, in Romanian and English.","Contact Global Health Romania","247","https://www.myglobalhealth.online/romania/en/contact","index, follow","7","4","https://www.myglobalhealth.online/romania/en/contact","2026-09-12T20:17:48.164Z","e81e1f524591ae795887a7a67bdad5f9637f33b3735a655ab79ca0c3bced3bc4"
"https://www.myglobalhealth.online/romania/en/doctors","en","200","https://www.myglobalhealth.online/romania/en/doctors","Registered CMR Doctors | Online Consultations in Romania","Browse 3 registered CMR doctors and specialists available online in Romania. View profiles, specialties, and languages. Book on the same day.","Doctors who actually pick up.","667","https://www.myglobalhealth.online/romania/en/doctors","index, follow","7","5","https://www.myglobalhealth.online/romania/en/doctors","2026-09-12T20:17:43.862Z","d2e2144f3054504374b885c5962628ffcaab2387ccfffb6e46d563de68484df8"
