"source_batch","seed_keyword","provider_source","keyword","search_volume","keyword_difficulty","cpc_eur","competition","intent","trend","collected_at"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação de carta de condução","720","0","0.44","0.18","informational","[{""year"":2026,""month"":7,""searchVolume"":720},{""year"":2026,""month"":6,""searchVolume"":590},{""year"":2026,""month"":5,""searchVolume"":720},{""year"":2026,""month"":4,""searchVolume"":880},{""year"":2026,""month"":3,""searchVolume"":1000},{""year"":2026,""month"":2,""searchVolume"":880},{""year"":2026,""month"":1,""searchVolume"":1000},{""year"":2025,""month"":12,""searchVolume"":720},{""year"":2025,""month"":11,""searchVolume"":720},{""year"":2025,""month"":10,""searchVolume"":590},{""year"":2025,""month"":9,""searchVolume"":480},{""year"":2025,""month"":8,""searchVolume"":480}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","consulta cpf receita federal","320","48","0.92","0.03","navigational","[{""year"":2026,""month"":7,""searchVolume"":260},{""year"":2026,""month"":6,""searchVolume"":210},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":210},{""year"":2026,""month"":3,""searchVolume"":260},{""year"":2026,""month"":2,""searchVolume"":260},{""year"":2026,""month"":1,""searchVolume"":390},{""year"":2025,""month"":12,""searchVolume"":390},{""year"":2025,""month"":11,""searchVolume"":320},{""year"":2025,""month"":10,""searchVolume"":480},{""year"":2025,""month"":9,""searchVolume"":390},{""year"":2025,""month"":8,""searchVolume"":390}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","consultar cpf receita federal","320","32","0.92","0.03","navigational","[{""year"":2026,""month"":7,""searchVolume"":260},{""year"":2026,""month"":6,""searchVolume"":210},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":210},{""year"":2026,""month"":3,""searchVolume"":260},{""year"":2026,""month"":2,""searchVolume"":260},{""year"":2026,""month"":1,""searchVolume"":390},{""year"":2025,""month"":12,""searchVolume"":390},{""year"":2025,""month"":11,""searchVolume"":320},{""year"":2025,""month"":10,""searchVolume"":480},{""year"":2025,""month"":9,""searchVolume"":390},{""year"":2025,""month"":8,""searchVolume"":390}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação cartão europeu de saúde","480","0","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":480},{""year"":2026,""month"":6,""searchVolume"":390},{""year"":2026,""month"":5,""searchVolume"":320},{""year"":2026,""month"":4,""searchVolume"":480},{""year"":2026,""month"":3,""searchVolume"":480},{""year"":2026,""month"":2,""searchVolume"":480},{""year"":2026,""month"":1,""searchVolume"":590},{""year"":2025,""month"":12,""searchVolume"":260},{""year"":2025,""month"":11,""searchVolume"":320},{""year"":2025,""month"":10,""searchVolume"":390},{""year"":2025,""month"":9,""searchVolume"":480},{""year"":2025,""month"":8,""searchVolume"":590}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação residencia cplp","70","6","","0.02","informational","[{""year"":2026,""month"":7,""searchVolume"":50},{""year"":2026,""month"":6,""searchVolume"":30},{""year"":2026,""month"":5,""searchVolume"":90},{""year"":2026,""month"":4,""searchVolume"":90},{""year"":2026,""month"":3,""searchVolume"":50},{""year"":2026,""month"":2,""searchVolume"":50},{""year"":2026,""month"":1,""searchVolume"":90},{""year"":2025,""month"":12,""searchVolume"":110},{""year"":2025,""month"":11,""searchVolume"":70},{""year"":2025,""month"":10,""searchVolume"":110},{""year"":2025,""month"":9,""searchVolume"":50},{""year"":2025,""month"":8,""searchVolume"":30}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","cac receita federal","110","46","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":70},{""year"":2026,""month"":6,""searchVolume"":90},{""year"":2026,""month"":5,""searchVolume"":170},{""year"":2026,""month"":4,""searchVolume"":170},{""year"":2026,""month"":3,""searchVolume"":140},{""year"":2026,""month"":2,""searchVolume"":110},{""year"":2026,""month"":1,""searchVolume"":110},{""year"":2025,""month"":12,""searchVolume"":70},{""year"":2025,""month"":11,""searchVolume"":90},{""year"":2025,""month"":10,""searchVolume"":140},{""year"":2025,""month"":9,""searchVolume"":70},{""year"":2025,""month"":8,""searchVolume"":50}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação cédula profissional médicos","","","","","transactional","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação automática sef","50","20","","0.01","informational","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":50},{""year"":2026,""month"":4,""searchVolume"":40},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":50},{""year"":2026,""month"":1,""searchVolume"":70},{""year"":2025,""month"":12,""searchVolume"":50},{""year"":2025,""month"":11,""searchVolume"":30},{""year"":2025,""month"":10,""searchVolume"":90},{""year"":2025,""month"":9,""searchVolume"":90},{""year"":2025,""month"":8,""searchVolume"":110}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação cnh","110","3","","0.09","transactional","[{""year"":2026,""month"":7,""searchVolume"":40},{""year"":2026,""month"":6,""searchVolume"":40},{""year"":2026,""month"":5,""searchVolume"":70},{""year"":2026,""month"":4,""searchVolume"":70},{""year"":2026,""month"":3,""searchVolume"":70},{""year"":2026,""month"":2,""searchVolume"":110},{""year"":2026,""month"":1,""searchVolume"":210},{""year"":2025,""month"":12,""searchVolume"":260},{""year"":2025,""month"":11,""searchVolume"":90},{""year"":2025,""month"":10,""searchVolume"":140},{""year"":2025,""month"":9,""searchVolume"":90},{""year"":2025,""month"":8,""searchVolume"":140}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","aima renovação documentos","50","","","0","transactional","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":20},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":40},{""year"":2026,""month"":1,""searchVolume"":90},{""year"":2025,""month"":12,""searchVolume"":40},{""year"":2025,""month"":11,""searchVolume"":70},{""year"":2025,""month"":10,""searchVolume"":110},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":70}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação de matrícula 2026","170","9","","0","transactional","[{""year"":2026,""month"":7,""searchVolume"":590},{""year"":2026,""month"":6,""searchVolume"":880},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":320},{""year"":2026,""month"":3,""searchVolume"":50},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","receita federal consulta cpf","210","48","0.62","0.03","navigational","[{""year"":2026,""month"":7,""searchVolume"":110},{""year"":2026,""month"":6,""searchVolume"":50},{""year"":2026,""month"":5,""searchVolume"":70},{""year"":2026,""month"":4,""searchVolume"":50},{""year"":2026,""month"":3,""searchVolume"":170},{""year"":2026,""month"":2,""searchVolume"":170},{""year"":2026,""month"":1,""searchVolume"":260},{""year"":2025,""month"":12,""searchVolume"":210},{""year"":2025,""month"":11,""searchVolume"":260},{""year"":2025,""month"":10,""searchVolume"":590},{""year"":2025,""month"":9,""searchVolume"":320},{""year"":2025,""month"":8,""searchVolume"":320}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","preço renovação passaporte","210","0","","0","commercial","[{""year"":2026,""month"":7,""searchVolume"":170},{""year"":2026,""month"":6,""searchVolume"":140},{""year"":2026,""month"":5,""searchVolume"":210},{""year"":2026,""month"":4,""searchVolume"":210},{""year"":2026,""month"":3,""searchVolume"":210},{""year"":2026,""month"":2,""searchVolume"":210},{""year"":2026,""month"":1,""searchVolume"":320},{""year"":2025,""month"":12,""searchVolume"":210},{""year"":2025,""month"":11,""searchVolume"":260},{""year"":2025,""month"":10,""searchVolume"":260},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":320}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação cplp aima","210","0","","0.01","informational","[{""year"":2026,""month"":7,""searchVolume"":140},{""year"":2026,""month"":6,""searchVolume"":140},{""year"":2026,""month"":5,""searchVolume"":170},{""year"":2026,""month"":4,""searchVolume"":260},{""year"":2026,""month"":3,""searchVolume"":260},{""year"":2026,""month"":2,""searchVolume"":320},{""year"":2026,""month"":1,""searchVolume"":320},{""year"":2025,""month"":12,""searchVolume"":260},{""year"":2025,""month"":11,""searchVolume"":260},{""year"":2025,""month"":10,""searchVolume"":170},{""year"":2025,""month"":9,""searchVolume"":50},{""year"":2025,""month"":8,""searchVolume"":70}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","sef renovação residencia","10","1","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":30},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":20}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação matricula ua","10","","","0","navigational","[{""year"":2026,""month"":7,""searchVolume"":50},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":40}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","formulario aima renovação","10","","0.93","0.06","transactional","[{""year"":2026,""month"":7,""searchVolume"":30},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":20},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":20},{""year"":2026,""month"":1,""searchVolume"":20},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","residência cplp renovação","10","0","","0","navigational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":20},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":50},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","e-cac receita federal","720","17","","0","navigational","[{""year"":2026,""month"":7,""searchVolume"":590},{""year"":2026,""month"":6,""searchVolume"":880},{""year"":2026,""month"":5,""searchVolume"":1600},{""year"":2026,""month"":4,""searchVolume"":1000},{""year"":2026,""month"":3,""searchVolume"":880},{""year"":2026,""month"":2,""searchVolume"":720},{""year"":2026,""month"":1,""searchVolume"":590},{""year"":2025,""month"":12,""searchVolume"":320},{""year"":2025,""month"":11,""searchVolume"":260},{""year"":2025,""month"":10,""searchVolume"":480},{""year"":2025,""month"":9,""searchVolume"":140},{""year"":2025,""month"":8,""searchVolume"":170}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","empadao receita","390","0","0.04","0.03","informational","[{""year"":2026,""month"":7,""searchVolume"":260},{""year"":2026,""month"":6,""searchVolume"":260},{""year"":2026,""month"":5,""searchVolume"":390},{""year"":2026,""month"":4,""searchVolume"":320},{""year"":2026,""month"":3,""searchVolume"":390},{""year"":2026,""month"":2,""searchVolume"":480},{""year"":2026,""month"":1,""searchVolume"":480},{""year"":2025,""month"":12,""searchVolume"":480},{""year"":2025,""month"":11,""searchVolume"":480},{""year"":2025,""month"":10,""searchVolume"":480},{""year"":2025,""month"":9,""searchVolume"":390},{""year"":2025,""month"":8,""searchVolume"":320}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação cedula ordem dos medicos","30","","","0","transactional","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":40},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":40},{""year"":2025,""month"":10,""searchVolume"":70},{""year"":2025,""month"":9,""searchVolume"":70},{""year"":2025,""month"":8,""searchVolume"":50}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação aima cplp","140","0","","0.01","transactional","[{""year"":2026,""month"":7,""searchVolume"":140},{""year"":2026,""month"":6,""searchVolume"":110},{""year"":2026,""month"":5,""searchVolume"":210},{""year"":2026,""month"":4,""searchVolume"":260},{""year"":2026,""month"":3,""searchVolume"":170},{""year"":2026,""month"":2,""searchVolume"":170},{""year"":2026,""month"":1,""searchVolume"":140},{""year"":2025,""month"":12,""searchVolume"":70},{""year"":2025,""month"":11,""searchVolume"":90},{""year"":2025,""month"":10,""searchVolume"":170},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":20}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","validade receita óculos portugal","20","42","","0.01","informational","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":20},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":20},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":30}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","bifanas de vendas novas receita","720","0","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":720},{""year"":2026,""month"":6,""searchVolume"":880},{""year"":2026,""month"":5,""searchVolume"":720},{""year"":2026,""month"":4,""searchVolume"":480},{""year"":2026,""month"":3,""searchVolume"":480},{""year"":2026,""month"":2,""searchVolume"":590},{""year"":2026,""month"":1,""searchVolume"":590},{""year"":2025,""month"":12,""searchVolume"":480},{""year"":2025,""month"":11,""searchVolume"":720},{""year"":2025,""month"":10,""searchVolume"":720},{""year"":2025,""month"":9,""searchVolume"":880},{""year"":2025,""month"":8,""searchVolume"":880}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","cartão cidadão renovação","320","3","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":480},{""year"":2026,""month"":6,""searchVolume"":480},{""year"":2026,""month"":5,""searchVolume"":320},{""year"":2026,""month"":4,""searchVolume"":390},{""year"":2026,""month"":3,""searchVolume"":320},{""year"":2026,""month"":2,""searchVolume"":260},{""year"":2026,""month"":1,""searchVolume"":320},{""year"":2025,""month"":12,""searchVolume"":320},{""year"":2025,""month"":11,""searchVolume"":260},{""year"":2025,""month"":10,""searchVolume"":260},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":320}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","autorização de residência renovação","30","1","","0.02","informational","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":50},{""year"":2026,""month"":4,""searchVolume"":20},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":40},{""year"":2025,""month"":12,""searchVolume"":30},{""year"":2025,""month"":11,""searchVolume"":50},{""year"":2025,""month"":10,""searchVolume"":70},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":30}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação apartamento","20","42","1.19","0.57","commercial","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":20},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":20}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação automática título de residência","110","0","","0","transactional","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":30},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":70},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":70},{""year"":2026,""month"":1,""searchVolume"":90},{""year"":2025,""month"":12,""searchVolume"":110},{""year"":2025,""month"":11,""searchVolume"":170},{""year"":2025,""month"":10,""searchVolume"":390},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":170}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação titulo residencia","110","0","","0.01","informational","[{""year"":2026,""month"":7,""searchVolume"":110},{""year"":2026,""month"":6,""searchVolume"":170},{""year"":2026,""month"":5,""searchVolume"":210},{""year"":2026,""month"":4,""searchVolume"":70},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":40},{""year"":2026,""month"":1,""searchVolume"":90},{""year"":2025,""month"":12,""searchVolume"":90},{""year"":2025,""month"":11,""searchVolume"":90},{""year"":2025,""month"":10,""searchVolume"":140},{""year"":2025,""month"":9,""searchVolume"":90},{""year"":2025,""month"":8,""searchVolume"":140}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","consulta cpf receita","30","57","","0.02","informational","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":30},{""year"":2026,""month"":4,""searchVolume"":20},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":30},{""year"":2026,""month"":1,""searchVolume"":20},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":50},{""year"":2025,""month"":9,""searchVolume"":40},{""year"":2025,""month"":8,""searchVolume"":30}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","preço renovação certidão permanente","10","","","0.03","transactional","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","detran renovação","10","45","","0.03","navigational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","consultar cnpj receita federal","320","41","0.97","0","navigational","[{""year"":2026,""month"":7,""searchVolume"":320},{""year"":2026,""month"":6,""searchVolume"":320},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":390},{""year"":2026,""month"":3,""searchVolume"":480},{""year"":2026,""month"":2,""searchVolume"":320},{""year"":2026,""month"":1,""searchVolume"":390},{""year"":2025,""month"":12,""searchVolume"":260},{""year"":2025,""month"":11,""searchVolume"":210},{""year"":2025,""month"":10,""searchVolume"":320},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":210}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","receita federal cnpj","170","35","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":110},{""year"":2026,""month"":6,""searchVolume"":110},{""year"":2026,""month"":5,""searchVolume"":170},{""year"":2026,""month"":4,""searchVolume"":140},{""year"":2026,""month"":3,""searchVolume"":210},{""year"":2026,""month"":2,""searchVolume"":170},{""year"":2026,""month"":1,""searchVolume"":170},{""year"":2025,""month"":12,""searchVolume"":110},{""year"":2025,""month"":11,""searchVolume"":140},{""year"":2025,""month"":10,""searchVolume"":170},{""year"":2025,""month"":9,""searchVolume"":170},{""year"":2025,""month"":8,""searchVolume"":170}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","aima renovação autorização de residência","70","","","0.02","transactional","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":30},{""year"":2026,""month"":5,""searchVolume"":50},{""year"":2026,""month"":4,""searchVolume"":30},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":70},{""year"":2026,""month"":1,""searchVolume"":110},{""year"":2025,""month"":12,""searchVolume"":90},{""year"":2025,""month"":11,""searchVolume"":50},{""year"":2025,""month"":10,""searchVolume"":90},{""year"":2025,""month"":9,""searchVolume"":70},{""year"":2025,""month"":8,""searchVolume"":90}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação certificado energético","70","46","3.09","0.7","informational","[{""year"":2026,""month"":7,""searchVolume"":70},{""year"":2026,""month"":6,""searchVolume"":50},{""year"":2026,""month"":5,""searchVolume"":50},{""year"":2026,""month"":4,""searchVolume"":70},{""year"":2026,""month"":3,""searchVolume"":90},{""year"":2026,""month"":2,""searchVolume"":70},{""year"":2026,""month"":1,""searchVolume"":110},{""year"":2025,""month"":12,""searchVolume"":90},{""year"":2025,""month"":11,""searchVolume"":70},{""year"":2025,""month"":10,""searchVolume"":140},{""year"":2025,""month"":9,""searchVolume"":90},{""year"":2025,""month"":8,""searchVolume"":90}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação matrícula escolar","70","2","","0","transactional","[{""year"":2026,""month"":7,""searchVolume"":210},{""year"":2026,""month"":6,""searchVolume"":320},{""year"":2026,""month"":5,""searchVolume"":110},{""year"":2026,""month"":4,""searchVolume"":140},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","renovação titulo de residencia permanente","30","","","0.01","transactional","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":20},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":40},{""year"":2026,""month"":1,""searchVolume"":50},{""year"":2025,""month"":12,""searchVolume"":70},{""year"":2025,""month"":11,""searchVolume"":30},{""year"":2025,""month"":10,""searchVolume"":50},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":30}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","comprar medicamentos sem receita","40","0","1.54","0.95","transactional","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":30},{""year"":2026,""month"":4,""searchVolume"":30},{""year"":2026,""month"":3,""searchVolume"":40},{""year"":2026,""month"":2,""searchVolume"":30},{""year"":2026,""month"":1,""searchVolume"":50},{""year"":2025,""month"":12,""searchVolume"":40},{""year"":2025,""month"":11,""searchVolume"":70},{""year"":2025,""month"":10,""searchVolume"":50},{""year"":2025,""month"":9,""searchVolume"":50},{""year"":2025,""month"":8,""searchVolume"":50}]","2026-08-31"
"pt_kw_seed_expansion_1","renovação de receita","ideas","receita folar","390","0","","0.01","informational","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":30},{""year"":2026,""month"":5,""searchVolume"":50},{""year"":2026,""month"":4,""searchVolume"":1900},{""year"":2026,""month"":3,""searchVolume"":1600},{""year"":2026,""month"":2,""searchVolume"":140},{""year"":2026,""month"":1,""searchVolume"":70},{""year"":2025,""month"":12,""searchVolume"":90},{""year"":2025,""month"":11,""searchVolume"":70},{""year"":2025,""month"":10,""searchVolume"":50},{""year"":2025,""month"":9,""searchVolume"":40},{""year"":2025,""month"":8,""searchVolume"":40}]","2026-08-31"
